discount_id,product_id,discount_code,discount_percent,start_date,end_date
9035,10760,PROMO109034,20,2023-07-30,2023-09-09
9036,13897,PROMO109035,10,2025-10-10,2025-11-01
9037,3060,PROMO109036,10,2025-01-26,2025-02-17
9038,2370,PROMO109037,20,2024-03-22,2024-04-16
9039,7651,PROMO109038,30,2024-03-16,2024-03-25
9040,6890,PROMO109039,30,2024-09-05,2024-10-31
9041,15778,PROMO109040,10,2024-08-17,2024-10-10
9042,5105,PROMO109041,40,2025-09-15,2025-10-06
9043,11880,PROMO109042,15,2023-07-30,2023-09-07
9044,2295,PROMO109043,20,2023-02-28,2023-04-27
9045,11505,PROMO109044,20,2025-08-26,2025-09-21
9046,1485,PROMO109045,40,2024-06-22,2024-08-17
9047,4829,PROMO109046,10,2025-03-11,2025-03-27
9048,2358,PROMO109047,10,2025-01-15,2025-02-12
9049,12525,PROMO109048,15,2023-09-14,2023-10-11
9050,18024,PROMO109049,30,2023-11-10,2023-12-13
9051,15880,PROMO109050,15,2023-12-18,2024-01-06
9052,16386,PROMO109051,15,2025-09-17,2025-11-13
9053,16272,PROMO109052,20,2025-05-23,2025-07-08
9054,19376,PROMO109053,15,2025-12-29,2026-01-24
9055,16564,PROMO109054,20,2024-02-23,2024-03-28
9056,13190,PROMO109055,25,2023-08-23,2023-09-14
9057,1900,PROMO109056,25,2025-04-16,2025-06-11
9058,7684,PROMO109057,5,2024-05-09,2024-07-08
9059,18577,PROMO109058,10,2023-11-06,2023-12-02
9060,16251,PROMO109059,10,2025-01-07,2025-02-03
9061,10160,PROMO109060,40,2025-02-27,2025-04-24
9062,6708,PROMO109061,5,2023-03-14,2023-05-08
9063,17472,PROMO109062,5,2023-04-01,2023-04-10
9064,8559,PROMO109063,5,2024-10-27,2024-11-11
9065,1110,PROMO109064,5,2023-09-03,2023-10-22
9066,12111,PROMO109065,10,2025-11-12,2026-01-06
9067,14119,PROMO109066,5,2024-09-25,2024-11-03
9068,17303,PROMO109067,20,2025-09-15,2025-11-08
9069,11580,PROMO109068,30,2025-02-24,2025-03-12
9070,14670,PROMO109069,15,2025-03-22,2025-05-09
9071,10744,PROMO109070,5,2023-11-08,2023-12-06
9072,12160,PROMO109071,10,2024-10-08,2024-11-26
9073,10581,PROMO109072,20,2023-10-07,2023-12-05
9074,15989,PROMO109073,10,2024-10-13,2024-10-25
9075,104,PROMO109074,10,2023-12-01,2024-01-05
9076,16349,PROMO109075,40,2023-09-03,2023-09-17
9077,9224,PROMO109076,15,2025-07-13,2025-08-02
9078,7615,PROMO109077,25,2023-01-03,2023-02-06
9079,12334,PROMO109078,5,2024-12-20,2025-01-08
9080,11465,PROMO109079,40,2025-12-02,2026-01-20
9081,15729,PROMO109080,5,2023-08-15,2023-10-14
9082,12823,PROMO109081,10,2025-07-16,2025-08-04
9083,10279,PROMO109082,20,2023-03-07,2023-04-21
9084,1624,PROMO109083,15,2024-03-15,2024-04-23
9085,11786,PROMO109084,5,2023-06-04,2023-07-22
9086,5843,PROMO109085,20,2024-12-04,2025-01-24
9087,743,PROMO109086,25,2025-03-22,2025-04-01
9088,3138,PROMO109087,15,2025-10-14,2025-10-31
9089,4274,PROMO109088,10,2025-01-02,2025-02-13
9090,6436,PROMO109089,10,2024-12-20,2025-01-21
9091,3201,PROMO109090,10,2025-05-19,2025-06-08
9092,19702,PROMO109091,10,2023-12-17,2024-01-15
9093,7192,PROMO109092,5,2025-07-27,2025-08-25
9094,7289,PROMO109093,10,2024-03-05,2024-04-23
9095,19777,PROMO109094,15,2025-04-06,2025-06-05
9096,6600,PROMO109095,20,2025-07-22,2025-08-04
9097,10809,PROMO109096,10,2024-01-05,2024-01-15
9098,9276,PROMO109097,5,2023-09-28,2023-11-08
9099,19451,PROMO109098,25,2025-01-10,2025-02-25
9100,19446,PROMO109099,5,2023-04-02,2023-05-21
9101,5486,PROMO109100,5,2025-12-10,2026-01-24
9102,17374,PROMO109101,10,2025-07-02,2025-07-17
9103,15758,PROMO109102,15,2025-03-14,2025-05-11
9104,19255,PROMO109103,5,2025-03-22,2025-04-24
9105,13032,PROMO109104,10,2024-09-16,2024-10-01
9106,4856,PROMO109105,20,2023-12-07,2024-01-15
9107,1508,PROMO109106,15,2023-11-30,2024-01-26
9108,16464,PROMO109107,15,2024-10-20,2024-11-22
9109,7738,PROMO109108,40,2024-07-22,2024-08-13
9110,9924,PROMO109109,5,2024-04-29,2024-06-17
9111,6008,PROMO109110,25,2025-05-15,2025-05-29
9112,2414,PROMO109111,5,2024-01-24,2024-03-03
9113,10513,PROMO109112,20,2024-12-09,2025-01-22
9114,18122,PROMO109113,40,2024-09-22,2024-11-21
9115,11545,PROMO109114,10,2024-03-02,2024-05-01
9116,8895,PROMO109115,5,2024-03-17,2024-05-05
9117,16586,PROMO109116,15,2024-04-18,2024-06-14
9118,11147,PROMO109117,5,2023-03-29,2023-05-23
9119,7626,PROMO109118,15,2023-05-30,2023-06-27
9120,13389,PROMO109119,10,2024-03-07,2024-05-06
9121,14273,PROMO109120,25,2023-10-17,2023-12-11
9122,19642,PROMO109121,15,2024-09-26,2024-11-06
9123,11566,PROMO109122,5,2024-12-06,2024-12-19
9124,12342,PROMO109123,10,2025-05-06,2025-06-23
9125,5779,PROMO109124,20,2024-09-28,2024-11-25
9126,3947,PROMO109125,20,2024-01-06,2024-02-17
9127,8996,PROMO109126,15,2023-09-16,2023-10-03
9128,17233,PROMO109127,5,2023-06-25,2023-08-04
9129,18318,PROMO109128,10,2024-06-30,2024-07-19
9130,13774,PROMO109129,15,2024-07-19,2024-08-15
9131,19336,PROMO109130,10,2024-09-11,2024-09-21
9132,13673,PROMO109131,25,2023-01-05,2023-01-28
9133,18026,PROMO109132,15,2025-10-16,2025-11-11
9134,8163,PROMO109133,10,2025-12-20,2026-02-03
9135,18141,PROMO109134,20,2023-10-22,2023-11-03
9136,3954,PROMO109135,20,2023-03-07,2023-04-26
9137,11293,PROMO109136,15,2023-09-07,2023-09-21
9138,14666,PROMO109137,30,2025-06-27,2025-08-04
9139,5338,PROMO109138,15,2025-03-03,2025-04-24
9140,17510,PROMO109139,5,2023-08-10,2023-08-18
9141,6748,PROMO109140,25,2024-04-03,2024-04-26
9142,455,PROMO109141,15,2025-03-01,2025-03-23
9143,15034,PROMO109142,5,2024-10-11,2024-12-06
9144,19589,PROMO109143,30,2023-02-08,2023-03-15
9145,17608,PROMO109144,15,2025-11-07,2025-12-19
9146,405,PROMO109145,20,2025-10-30,2025-12-26
9147,13633,PROMO109146,15,2024-05-18,2024-07-13
9148,5079,PROMO109147,20,2024-12-12,2025-01-11
9149,364,PROMO109148,20,2025-02-05,2025-04-01
9150,6230,PROMO109149,15,2023-04-01,2023-04-11
9151,2749,PROMO109150,20,2024-07-10,2024-08-14
9152,9212,PROMO109151,10,2024-01-23,2024-03-16
9153,6665,PROMO109152,40,2023-10-30,2023-12-26
9154,15814,PROMO109153,10,2024-10-21,2024-11-06
9155,1933,PROMO109154,10,2024-03-17,2024-04-23
9156,8235,PROMO109155,30,2023-10-07,2023-11-11
9157,17494,PROMO109156,15,2025-07-07,2025-07-31
9158,18732,PROMO109157,10,2023-01-30,2023-02-26
9159,19342,PROMO109158,5,2025-02-06,2025-02-26
9160,6454,PROMO109159,15,2024-06-27,2024-08-23
9161,13327,PROMO109160,25,2025-04-10,2025-05-12
9162,6405,PROMO109161,20,2025-05-05,2025-06-13
9163,4005,PROMO109162,15,2023-11-19,2023-12-30
9164,19071,PROMO109163,10,2025-11-08,2025-11-20
9165,5648,PROMO109164,25,2024-08-07,2024-08-28
9166,8063,PROMO109165,10,2023-11-09,2023-12-23
9167,9867,PROMO109166,10,2025-03-29,2025-04-14
9168,18501,PROMO109167,15,2025-04-14,2025-05-03
9169,153,PROMO109168,20,2025-02-22,2025-03-20
9170,10950,PROMO109169,15,2024-12-10,2025-01-20
9171,19410,PROMO109170,10,2025-08-20,2025-09-14
9172,17488,PROMO109171,25,2023-06-25,2023-08-12
9173,3976,PROMO109172,25,2024-11-19,2025-01-11
9174,12001,PROMO109173,20,2024-07-21,2024-08-23
9175,12842,PROMO109174,20,2025-06-03,2025-07-16
9176,3403,PROMO109175,20,2025-11-04,2025-12-31
9177,13695,PROMO109176,10,2023-03-24,2023-04-14
9178,8072,PROMO109177,30,2023-07-15,2023-09-01
9179,7207,PROMO109178,10,2025-07-26,2025-09-02
9180,1600,PROMO109179,20,2023-02-12,2023-03-19
9181,7339,PROMO109180,20,2024-11-30,2024-12-25
9182,6386,PROMO109181,10,2023-10-23,2023-12-22
9183,19794,PROMO109182,5,2025-09-23,2025-11-02
9184,6527,PROMO109183,15,2025-01-01,2025-01-15
9185,14585,PROMO109184,15,2025-03-09,2025-04-11
9186,18378,PROMO109185,10,2023-10-22,2023-11-16
9187,6342,PROMO109186,30,2025-04-18,2025-06-14
9188,10805,PROMO109187,10,2025-02-24,2025-04-01
9189,8803,PROMO109188,5,2024-08-03,2024-09-05
9190,16166,PROMO109189,15,2025-08-14,2025-09-23
9191,11300,PROMO109190,15,2025-08-26,2025-09-17
9192,7826,PROMO109191,10,2024-05-20,2024-07-11
9193,900,PROMO109192,15,2025-06-23,2025-08-08
9194,19560,PROMO109193,10,2025-04-08,2025-05-15
9195,1685,PROMO109194,15,2023-05-19,2023-06-07
9196,757,PROMO109195,10,2023-06-13,2023-08-09
9197,8759,PROMO109196,40,2024-07-22,2024-08-10
9198,1702,PROMO109197,20,2023-02-24,2023-04-11
9199,11712,PROMO109198,10,2023-01-25,2023-02-27
9200,12111,PROMO109199,25,2024-10-30,2024-11-16
9201,19407,PROMO109200,20,2023-07-21,2023-08-15
9202,9973,PROMO109201,20,2025-04-05,2025-04-27
9203,17872,PROMO109202,10,2023-12-22,2024-02-17
9204,10047,PROMO109203,20,2023-03-14,2023-03-26
9205,15031,PROMO109204,25,2023-09-24,2023-10-30
9206,10090,PROMO109205,5,2023-02-17,2023-04-10
9207,15491,PROMO109206,30,2023-07-30,2023-09-14
9208,14581,PROMO109207,15,2024-10-19,2024-11-29
9209,15115,PROMO109208,25,2023-11-16,2023-11-25
9210,13801,PROMO109209,15,2025-04-07,2025-05-26
9211,1444,PROMO109210,10,2025-04-25,2025-05-26
9212,16287,PROMO109211,10,2023-01-20,2023-02-15
9213,5427,PROMO109212,5,2023-05-07,2023-06-24
9214,8921,PROMO109213,5,2024-11-25,2025-01-14
9215,4913,PROMO109214,20,2023-12-12,2024-01-29
9216,15683,PROMO109215,5,2023-07-10,2023-09-05
9217,11573,PROMO109216,10,2024-02-01,2024-02-13
9218,2922,PROMO109217,15,2023-06-18,2023-07-31
9219,10909,PROMO109218,30,2023-06-30,2023-07-19
9220,8146,PROMO109219,5,2024-10-21,2024-12-18
9221,13641,PROMO109220,10,2024-09-02,2024-09-15
9222,16921,PROMO109221,20,2025-05-15,2025-06-23
9223,16122,PROMO109222,20,2023-03-14,2023-04-04
9224,11240,PROMO109223,15,2023-10-08,2023-12-02
9225,8385,PROMO109224,10,2024-05-20,2024-06-02
9226,18213,PROMO109225,5,2023-02-27,2023-04-07
9227,10277,PROMO109226,20,2023-09-25,2023-10-13
9228,10808,PROMO109227,20,2025-06-25,2025-07-17
9229,799,PROMO109228,15,2024-02-24,2024-04-21
9230,10796,PROMO109229,10,2025-02-10,2025-04-02
9231,18872,PROMO109230,20,2024-09-09,2024-10-07
9232,3935,PROMO109231,15,2024-01-29,2024-03-17
9233,2135,PROMO109232,5,2024-08-31,2024-10-11
9234,11928,PROMO109233,5,2025-10-02,2025-11-28
9235,4601,PROMO109234,30,2024-10-06,2024-11-11
9236,10530,PROMO109235,30,2023-08-08,2023-08-17
9237,14317,PROMO109236,25,2024-01-10,2024-03-05
9238,11032,PROMO109237,20,2025-09-05,2025-10-04
9239,3489,PROMO109238,10,2025-10-21,2025-11-08
9240,18740,PROMO109239,15,2024-02-13,2024-03-24
9241,7206,PROMO109240,20,2023-10-26,2023-11-20
9242,8332,PROMO109241,20,2024-02-24,2024-04-13
9243,9549,PROMO109242,5,2023-05-17,2023-06-24
9244,9135,PROMO109243,15,2025-11-07,2026-01-05
9245,7353,PROMO109244,15,2025-08-09,2025-08-19
9246,9953,PROMO109245,10,2023-06-16,2023-08-07
9247,10125,PROMO109246,10,2023-01-02,2023-01-13
9248,5540,PROMO109247,5,2024-10-06,2024-11-04
9249,3274,PROMO109248,25,2023-08-25,2023-09-28
9250,2901,PROMO109249,10,2025-08-28,2025-10-07
9251,4146,PROMO109250,10,2024-08-15,2024-09-18
9252,13741,PROMO109251,5,2023-10-02,2023-10-22
9253,2155,PROMO109252,10,2024-03-27,2024-04-08
9254,11147,PROMO109253,20,2025-11-22,2025-12-19
9255,492,PROMO109254,5,2023-12-11,2024-01-27
9256,8380,PROMO109255,10,2025-04-13,2025-06-02
9257,18132,PROMO109256,10,2024-03-04,2024-04-25
9258,10994,PROMO109257,15,2024-04-06,2024-05-11
9259,11109,PROMO109258,30,2024-01-25,2024-03-24
9260,9337,PROMO109259,10,2023-03-13,2023-04-02
9261,13058,PROMO109260,20,2024-01-19,2024-02-12
9262,1287,PROMO109261,20,2023-10-18,2023-10-27
9263,12719,PROMO109262,30,2025-12-09,2025-12-27
9264,15261,PROMO109263,30,2023-01-23,2023-03-17
9265,4679,PROMO109264,5,2023-09-27,2023-10-15
9266,2100,PROMO109265,20,2025-02-17,2025-04-10
9267,17116,PROMO109266,30,2023-09-06,2023-09-21
9268,8081,PROMO109267,5,2025-09-05,2025-10-08
9269,12848,PROMO109268,25,2025-06-26,2025-07-23
9270,8533,PROMO109269,20,2024-04-26,2024-05-13
9271,4954,PROMO109270,15,2023-05-06,2023-06-08
9272,18349,PROMO109271,10,2024-06-03,2024-07-19
9273,7484,PROMO109272,30,2025-11-16,2025-11-26
9274,150,PROMO109273,15,2023-05-29,2023-06-23
9275,18909,PROMO109274,20,2024-08-30,2024-10-24
9276,14435,PROMO109275,15,2023-11-02,2023-12-14
9277,11952,PROMO109276,15,2025-04-24,2025-06-16
9278,16531,PROMO109277,25,2023-08-09,2023-08-28
9279,5681,PROMO109278,10,2024-07-01,2024-08-09
9280,7083,PROMO109279,25,2025-02-18,2025-04-17
9281,12104,PROMO109280,30,2024-08-09,2024-09-21
9282,19042,PROMO109281,15,2025-06-11,2025-07-30
9283,18144,PROMO109282,15,2024-01-05,2024-02-15
9284,13544,PROMO109283,15,2023-11-07,2024-01-02
9285,7764,PROMO109284,5,2025-03-15,2025-04-28
9286,7755,PROMO109285,10,2025-01-16,2025-01-29
9287,13367,PROMO109286,30,2025-12-24,2026-01-10
9288,10423,PROMO109287,10,2024-01-18,2024-02-24
9289,3590,PROMO109288,25,2024-01-14,2024-01-23
9290,18339,PROMO109289,20,2024-04-03,2024-05-11
9291,13521,PROMO109290,30,2024-06-29,2024-08-10
9292,853,PROMO109291,10,2025-02-10,2025-03-30
9293,10508,PROMO109292,15,2025-04-07,2025-05-14
9294,4210,PROMO109293,30,2025-09-17,2025-10-05
9295,1481,PROMO109294,20,2025-05-17,2025-07-15
9296,19506,PROMO109295,15,2024-05-05,2024-06-22
9297,5497,PROMO109296,10,2023-09-28,2023-11-24
9298,13779,PROMO109297,30,2025-07-18,2025-08-10
9299,19785,PROMO109298,20,2025-07-20,2025-08-08
9300,1514,PROMO109299,15,2023-04-01,2023-04-22
9301,17778,PROMO109300,10,2023-04-20,2023-06-16
9302,16424,PROMO109301,30,2023-03-13,2023-04-25
9303,9101,PROMO109302,10,2025-01-05,2025-02-23
9304,5887,PROMO109303,5,2025-11-04,2025-11-15
9305,17597,PROMO109304,5,2024-06-04,2024-06-15
9306,4813,PROMO109305,20,2023-03-15,2023-05-12
9307,6524,PROMO109306,10,2025-04-21,2025-05-02
9308,9775,PROMO109307,10,2025-02-17,2025-03-09
9309,11626,PROMO109308,15,2025-02-11,2025-03-04
9310,14223,PROMO109309,20,2025-06-21,2025-07-29
9311,18631,PROMO109310,5,2025-10-02,2025-11-11
9312,5657,PROMO109311,20,2025-07-30,2025-09-05
9313,17766,PROMO109312,25,2025-06-02,2025-07-05
9314,6594,PROMO109313,5,2023-02-26,2023-04-24
9315,16880,PROMO109314,25,2025-03-10,2025-03-29
9316,3596,PROMO109315,15,2025-03-09,2025-03-22
9317,191,PROMO109316,5,2024-06-27,2024-08-18
9318,5808,PROMO109317,15,2024-06-09,2024-07-31
9319,14586,PROMO109318,15,2024-02-05,2024-03-17
9320,14750,PROMO109319,10,2024-12-20,2025-01-17
9321,7896,PROMO109320,5,2024-04-10,2024-05-16
9322,13163,PROMO109321,15,2025-06-30,2025-07-10
9323,12428,PROMO109322,20,2024-07-26,2024-08-27
9324,3421,PROMO109323,40,2024-01-19,2024-02-13
9325,8598,PROMO109324,10,2025-09-29,2025-10-10
9326,8842,PROMO109325,10,2025-08-22,2025-10-21
9327,18305,PROMO109326,15,2023-11-30,2024-01-06
9328,14013,PROMO109327,20,2024-04-14,2024-05-27
9329,14810,PROMO109328,30,2025-07-07,2025-08-12
9330,713,PROMO109329,10,2025-07-20,2025-08-21
9331,4873,PROMO109330,40,2025-03-31,2025-05-05
9332,13744,PROMO109331,15,2025-04-11,2025-05-11
9333,17350,PROMO109332,20,2025-09-12,2025-10-03
9334,3053,PROMO109333,20,2025-12-28,2026-02-09
9335,8611,PROMO109334,5,2023-07-01,2023-08-26
9336,14292,PROMO109335,5,2024-09-18,2024-11-11
9337,84,PROMO109336,10,2023-05-12,2023-07-03
9338,6893,PROMO109337,25,2025-05-02,2025-06-06
9339,15569,PROMO109338,5,2024-05-06,2024-05-18
9340,18778,PROMO109339,15,2023-01-12,2023-03-11
9341,19128,PROMO109340,15,2025-05-29,2025-06-22
9342,10778,PROMO109341,25,2023-04-01,2023-05-09
9343,2051,PROMO109342,25,2024-12-07,2025-01-20
9344,8752,PROMO109343,25,2023-04-02,2023-05-29
9345,13774,PROMO109344,5,2024-02-04,2024-03-10
9346,6704,PROMO109345,15,2025-12-20,2025-12-29
9347,2631,PROMO109346,20,2024-09-05,2024-10-08
9348,15945,PROMO109347,5,2024-06-22,2024-08-16
9349,7424,PROMO109348,25,2025-08-29,2025-10-15
9350,16029,PROMO109349,10,2024-01-09,2024-02-12
9351,14619,PROMO109350,20,2023-04-11,2023-05-02
9352,17631,PROMO109351,20,2024-03-01,2024-03-26
9353,8013,PROMO109352,20,2023-02-11,2023-04-06
9354,1045,PROMO109353,40,2023-05-13,2023-06-10
9355,3338,PROMO109354,40,2025-06-21,2025-08-15
9356,16373,PROMO109355,25,2024-07-20,2024-08-06
9357,14674,PROMO109356,5,2023-05-05,2023-05-13
9358,9755,PROMO109357,10,2023-08-13,2023-09-16
9359,15762,PROMO109358,10,2025-02-06,2025-03-18
9360,13742,PROMO109359,10,2024-02-04,2024-02-24
9361,5988,PROMO109360,20,2024-05-06,2024-05-18
9362,13728,PROMO109361,20,2025-01-11,2025-02-18
9363,5885,PROMO109362,40,2025-01-07,2025-01-29
9364,4989,PROMO109363,15,2023-06-12,2023-07-22
9365,19083,PROMO109364,30,2025-05-03,2025-06-24
9366,7059,PROMO109365,20,2023-01-28,2023-03-10
9367,18451,PROMO109366,5,2024-01-13,2024-03-12
9368,8194,PROMO109367,15,2023-08-31,2023-10-20
9369,3242,PROMO109368,25,2024-06-23,2024-07-19
9370,16577,PROMO109369,25,2024-07-26,2024-08-29
9371,18560,PROMO109370,10,2024-05-28,2024-06-25
9372,14211,PROMO109371,15,2025-01-25,2025-03-19
9373,1323,PROMO109372,10,2025-01-25,2025-03-04
9374,11695,PROMO109373,15,2025-10-19,2025-11-07
9375,10928,PROMO109374,15,2024-10-20,2024-11-29
9376,19131,PROMO109375,15,2024-05-21,2024-06-28
9377,625,PROMO109376,10,2025-10-17,2025-11-22
9378,11670,PROMO109377,25,2024-11-21,2024-12-26
9379,14049,PROMO109378,30,2025-07-08,2025-08-09
9380,6298,PROMO109379,25,2024-06-17,2024-07-29
9381,13273,PROMO109380,10,2023-07-01,2023-07-23
9382,7796,PROMO109381,10,2023-05-21,2023-07-20
9383,13104,PROMO109382,10,2023-04-18,2023-06-02
9384,7819,PROMO109383,20,2024-12-26,2025-02-01
9385,4841,PROMO109384,10,2023-12-29,2024-02-09
9386,9959,PROMO109385,5,2024-02-20,2024-03-13
9387,18766,PROMO109386,10,2024-12-05,2025-01-29
9388,17123,PROMO109387,5,2025-06-17,2025-06-30
9389,16403,PROMO109388,10,2025-12-09,2026-02-04
9390,3797,PROMO109389,15,2025-01-29,2025-03-22
9391,18978,PROMO109390,25,2023-03-16,2023-03-29
9392,14954,PROMO109391,20,2024-02-01,2024-03-02
9393,15544,PROMO109392,10,2025-01-18,2025-03-02
9394,7750,PROMO109393,20,2025-03-04,2025-03-16
9395,15962,PROMO109394,30,2025-01-22,2025-01-31
9396,13265,PROMO109395,20,2025-09-12,2025-09-24
9397,19746,PROMO109396,20,2023-08-10,2023-08-29
9398,9488,PROMO109397,25,2023-02-26,2023-03-12
9399,19936,PROMO109398,25,2023-12-07,2024-01-31
9400,8283,PROMO109399,10,2025-03-27,2025-04-20
9401,5075,PROMO109400,15,2025-05-12,2025-05-23
9402,8248,PROMO109401,30,2024-09-14,2024-09-25
9403,18274,PROMO109402,5,2025-08-22,2025-10-02
9404,3760,PROMO109403,30,2025-12-05,2026-01-22
9405,8354,PROMO109404,20,2024-10-23,2024-12-11
9406,17899,PROMO109405,15,2024-05-18,2024-05-28
9407,14172,PROMO109406,30,2025-01-17,2025-03-13
9408,1081,PROMO109407,10,2024-05-02,2024-06-19
9409,5984,PROMO109408,10,2024-01-22,2024-03-21
9410,1756,PROMO109409,15,2025-12-28,2026-02-22
9411,12193,PROMO109410,5,2023-12-15,2024-01-08
9412,19589,PROMO109411,15,2025-03-09,2025-04-18
9413,436,PROMO109412,30,2024-03-14,2024-05-12
9414,18355,PROMO109413,15,2024-03-08,2024-04-04
9415,7170,PROMO109414,25,2024-09-18,2024-10-26
9416,6682,PROMO109415,40,2023-11-10,2023-12-17
9417,10465,PROMO109416,25,2025-05-18,2025-06-10
9418,8749,PROMO109417,20,2024-04-20,2024-05-19
9419,1932,PROMO109418,25,2023-07-10,2023-08-17
9420,5135,PROMO109419,40,2025-07-21,2025-09-06
9421,2942,PROMO109420,30,2024-03-04,2024-04-26
9422,13052,PROMO109421,25,2025-12-01,2026-01-18
9423,3981,PROMO109422,20,2023-09-17,2023-11-01
9424,15276,PROMO109423,10,2023-01-13,2023-02-25
9425,7004,PROMO109424,5,2023-08-09,2023-09-20
9426,6725,PROMO109425,25,2025-08-15,2025-09-17
9427,7351,PROMO109426,15,2025-05-06,2025-07-04
9428,13768,PROMO109427,5,2023-03-29,2023-04-15
9429,15828,PROMO109428,10,2023-09-08,2023-09-26
9430,7720,PROMO109429,10,2024-02-26,2024-03-19
9431,14215,PROMO109430,30,2023-04-13,2023-05-09
9432,17986,PROMO109431,20,2025-04-10,2025-04-21
9433,3222,PROMO109432,20,2024-07-19,2024-08-09
9434,15892,PROMO109433,10,2024-06-18,2024-07-06
9435,13831,PROMO109434,5,2025-05-26,2025-06-20
9436,4008,PROMO109435,30,2024-11-20,2024-12-29
9437,14177,PROMO109436,20,2023-03-02,2023-03-29
9438,2013,PROMO109437,15,2024-02-09,2024-03-16
9439,13430,PROMO109438,10,2025-07-06,2025-08-12
9440,1751,PROMO109439,15,2023-08-06,2023-09-30
9441,15017,PROMO109440,5,2023-04-27,2023-06-22
9442,12311,PROMO109441,20,2023-08-13,2023-09-01
9443,17461,PROMO109442,10,2025-07-13,2025-08-21
9444,6524,PROMO109443,20,2025-12-28,2026-01-31
9445,2837,PROMO109444,10,2024-03-01,2024-03-10
9446,14243,PROMO109445,5,2024-12-13,2025-02-05
9447,12873,PROMO109446,5,2023-11-16,2023-12-17
9448,4297,PROMO109447,10,2025-05-26,2025-06-28
9449,10017,PROMO109448,10,2025-07-29,2025-08-11
9450,4982,PROMO109449,15,2023-12-15,2024-02-08
9451,9860,PROMO109450,30,2025-05-26,2025-07-16
9452,11645,PROMO109451,25,2025-04-06,2025-05-02
9453,13130,PROMO109452,15,2023-05-05,2023-06-21
9454,6521,PROMO109453,25,2024-02-03,2024-03-17
9455,7002,PROMO109454,15,2024-03-16,2024-04-05
9456,6852,PROMO109455,10,2024-10-16,2024-10-31
9457,6856,PROMO109456,20,2025-11-18,2025-12-06
9458,14661,PROMO109457,15,2023-07-27,2023-08-08
9459,19930,PROMO109458,25,2023-04-23,2023-06-18
9460,2607,PROMO109459,10,2024-12-27,2025-02-15
9461,17916,PROMO109460,5,2025-04-21,2025-05-27
9462,16528,PROMO109461,30,2023-03-29,2023-05-27
9463,1074,PROMO109462,25,2025-04-03,2025-06-02
9464,13350,PROMO109463,15,2024-02-02,2024-03-26
9465,4509,PROMO109464,5,2025-08-15,2025-09-03
9466,8516,PROMO109465,15,2023-06-08,2023-08-01
9467,1346,PROMO109466,5,2024-08-14,2024-10-01
9468,15468,PROMO109467,15,2024-06-05,2024-06-18
9469,8965,PROMO109468,10,2025-07-07,2025-08-25
9470,17226,PROMO109469,10,2023-06-16,2023-08-06
9471,12419,PROMO109470,20,2025-05-03,2025-06-07
9472,13360,PROMO109471,15,2025-12-05,2025-12-29
9473,6667,PROMO109472,20,2024-01-17,2024-03-16
9474,5717,PROMO109473,20,2024-10-13,2024-11-17
9475,11190,PROMO109474,10,2025-03-18,2025-04-04
9476,2267,PROMO109475,40,2025-12-18,2025-12-28
9477,3,PROMO109476,20,2024-06-18,2024-07-05
9478,17926,PROMO109477,5,2024-04-04,2024-04-24
9479,256,PROMO109478,10,2025-08-22,2025-09-04
9480,9669,PROMO109479,20,2025-02-15,2025-03-01
9481,11765,PROMO109480,10,2023-06-01,2023-06-22
9482,5505,PROMO109481,20,2024-01-19,2024-03-01
9483,15301,PROMO109482,25,2024-09-05,2024-10-04
9484,15338,PROMO109483,15,2024-02-25,2024-04-25
9485,588,PROMO109484,5,2024-09-15,2024-11-13
9486,15405,PROMO109485,15,2024-11-09,2024-12-24
9487,11084,PROMO109486,20,2024-06-09,2024-07-27
9488,9921,PROMO109487,10,2023-02-22,2023-03-15
9489,19997,PROMO109488,5,2025-09-01,2025-10-01
9490,16145,PROMO109489,30,2025-10-23,2025-10-30
9491,10240,PROMO109490,30,2025-01-15,2025-01-22
9492,5565,PROMO109491,40,2025-03-05,2025-03-24
9493,13188,PROMO109492,15,2024-03-04,2024-04-25
9494,7732,PROMO109493,20,2023-12-27,2024-02-05
9495,133,PROMO109494,5,2024-04-29,2024-05-27
9496,16257,PROMO109495,5,2024-01-07,2024-02-20
9497,58,PROMO109496,20,2024-11-24,2024-12-31
9498,14980,PROMO109497,15,2024-06-01,2024-06-21
9499,15996,PROMO109498,30,2023-02-19,2023-03-05
9500,16009,PROMO109499,15,2024-02-08,2024-03-19
9501,13425,PROMO109500,5,2025-10-16,2025-11-02
9502,10856,PROMO109501,10,2025-10-17,2025-12-14
9503,6277,PROMO109502,5,2024-11-21,2025-01-03
9504,2634,PROMO109503,30,2025-08-17,2025-09-28
9505,1139,PROMO109504,10,2023-02-22,2023-04-06
9506,5912,PROMO109505,15,2025-03-26,2025-04-10
9507,10966,PROMO109506,30,2024-08-25,2024-09-23
9508,13573,PROMO109507,10,2023-06-02,2023-07-02
9509,1443,PROMO109508,15,2025-04-22,2025-06-11
9510,14786,PROMO109509,10,2023-11-19,2023-12-01
9511,12876,PROMO109510,5,2024-03-10,2024-05-08
9512,19249,PROMO109511,10,2024-11-04,2024-12-21
9513,13954,PROMO109512,15,2025-10-28,2025-12-24
9514,10768,PROMO109513,20,2024-08-22,2024-09-09
9515,75,PROMO109514,30,2023-09-25,2023-11-17
9516,15914,PROMO109515,15,2025-07-09,2025-09-05
