return_id,order_id,customer_id,return_date,reason,refund_amount,return_status
22881,495132,26696,2025-06-27,Late Delivery,92.67,Completed
22882,212279,55016,2024-10-09,Late Delivery,326.74,Completed
22883,469886,2000,2024-04-14,Late Delivery,202.79,Completed
22884,2257,93187,2025-04-28,Changed Mind,20.07,Completed
22885,118443,81972,2023-03-27,Changed Mind,448.72,Completed
22886,421589,84183,2024-02-26,Not as Described,481.06,Completed
22887,457361,48263,2025-10-19,Not as Described,463.75,Completed
22888,191634,84960,2025-02-20,Changed Mind,179.32,Completed
22889,151093,17127,2025-04-30,Changed Mind,253.47,Approved
22890,375161,95384,2024-02-05,Changed Mind,422.94,Completed
22891,31853,14055,2024-05-03,Changed Mind,225.46,Completed
22892,22291,51871,2025-02-01,Damaged,317.27,Completed
22893,384115,87965,2023-01-23,Not as Described,357.12,Completed
22894,28884,15711,2024-06-13,Late Delivery,223.98,Completed
22895,359965,38337,2025-03-15,Late Delivery,267.78,Completed
22896,89988,40500,2025-06-27,Late Delivery,168.0,Approved
22897,366657,341,2025-02-15,Changed Mind,222.19,Completed
22898,10897,86511,2024-12-18,Not as Described,117.58,Completed
22899,144483,41466,2023-02-24,Not as Described,305.08,Completed
22900,182502,88268,2024-12-14,Wrong Item,95.02,Completed
22901,196181,26921,2023-09-13,Wrong Item,461.9,Completed
22902,228499,19362,2023-06-11,Late Delivery,332.51,Approved
22903,290160,46774,2024-10-31,Not as Described,187.77,Completed
22904,64609,58718,2025-11-22,Late Delivery,371.32,Completed
22905,421793,44779,2025-06-27,Changed Mind,195.88,Completed
22906,202856,71985,2024-10-09,Changed Mind,221.09,Completed
22907,335052,61587,2023-09-15,Changed Mind,469.2,Completed
22908,113832,62930,2024-09-22,Changed Mind,145.39,Completed
22909,175410,47501,2025-11-28,Changed Mind,231.19,Completed
22910,339154,7642,2025-01-18,Changed Mind,302.92,Completed
22911,313824,10788,2024-11-26,Wrong Item,370.07,Approved
22912,422203,25369,2024-06-17,Changed Mind,196.17,Completed
22913,155597,97870,2025-09-21,Damaged,496.26,Completed
22914,388049,73405,2023-02-10,Late Delivery,34.94,Rejected
22915,383399,41576,2025-08-09,Damaged,286.12,Completed
22916,481867,3636,2024-11-10,Late Delivery,291.94,Approved
22917,66679,9878,2023-08-16,Changed Mind,41.76,Completed
22918,62943,10655,2023-11-15,Late Delivery,89.52,Completed
22919,308341,42229,2025-10-16,Damaged,404.44,Completed
22920,275693,14609,2025-04-13,Wrong Item,446.64,Completed
22921,223059,11943,2023-04-25,Not as Described,243.84,Completed
22922,106702,90606,2025-09-07,Late Delivery,416.66,Completed
22923,392624,13229,2024-06-14,Changed Mind,332.42,Rejected
22924,367936,48354,2023-10-21,Wrong Item,48.71,Rejected
22925,176544,38567,2023-07-24,Damaged,38.21,Completed
22926,329787,51087,2023-03-05,Not as Described,122.91,Completed
22927,116650,85612,2025-11-07,Damaged,255.85,Approved
22928,16643,85411,2023-01-15,Late Delivery,228.04,Completed
22929,203839,18442,2025-07-23,Damaged,122.63,Approved
22930,248682,89803,2023-02-21,Wrong Item,42.99,Approved
22931,194953,60130,2023-08-02,Wrong Item,68.53,Completed
22932,73480,22681,2024-12-17,Not as Described,407.9,Completed
22933,223544,71314,2023-11-16,Late Delivery,115.47,Completed
22934,160423,94699,2026-01-13,Late Delivery,477.02,Completed
22935,45363,36847,2023-09-04,Damaged,132.58,Completed
22936,274008,87864,2025-07-20,Not as Described,440.63,Completed
22937,274037,66134,2023-07-24,Damaged,108.67,Completed
22938,482743,57206,2025-02-07,Changed Mind,132.19,Completed
22939,31795,91537,2024-07-05,Not as Described,345.66,Completed
22940,332023,32108,2023-02-14,Not as Described,174.29,Completed
22941,104355,95075,2024-10-28,Late Delivery,377.7,Completed
22942,302936,76668,2025-09-15,Damaged,360.11,Rejected
22943,215302,3921,2025-03-22,Damaged,473.95,Completed
22944,312778,1220,2023-05-12,Late Delivery,471.67,Completed
22945,93999,23702,2025-06-02,Changed Mind,123.23,Approved
22946,394293,88541,2025-07-06,Not as Described,338.9,Completed
22947,270494,36872,2023-07-28,Not as Described,144.18,Completed
22948,121604,7982,2025-02-10,Late Delivery,55.53,Approved
22949,277930,85145,2024-12-08,Late Delivery,17.03,Approved
22950,11618,10570,2024-03-13,Damaged,408.67,Approved
22951,58316,41928,2024-05-03,Not as Described,289.7,Completed
22952,435598,60779,2023-10-23,Damaged,386.07,Approved
22953,15184,35333,2025-09-01,Damaged,179.98,Rejected
22954,301726,12436,2026-01-03,Damaged,25.51,Approved
22955,449908,44178,2025-06-07,Changed Mind,96.4,Completed
22956,436374,55007,2024-04-21,Wrong Item,34.36,Completed
22957,405631,83871,2023-11-04,Changed Mind,13.02,Completed
22958,163176,64167,2025-05-17,Wrong Item,325.49,Completed
22959,171346,30568,2024-07-18,Late Delivery,386.72,Completed
22960,246575,2740,2024-07-24,Late Delivery,417.45,Completed
22961,78477,67929,2023-09-21,Not as Described,277.79,Completed
22962,186646,60291,2025-01-06,Late Delivery,25.57,Completed
22963,266021,66586,2023-09-06,Late Delivery,23.1,Rejected
22964,434609,53508,2024-10-28,Changed Mind,98.64,Completed
22965,54686,97369,2024-02-03,Damaged,16.03,Completed
22966,83423,99424,2025-11-25,Changed Mind,338.38,Completed
22967,406116,83831,2023-11-23,Changed Mind,436.98,Completed
22968,160286,89934,2024-04-09,Damaged,199.78,Completed
22969,13749,87353,2024-07-11,Damaged,338.3,Completed
22970,42620,47037,2024-08-27,Damaged,384.6,Completed
22971,86021,51161,2025-06-18,Not as Described,408.29,Completed
22972,193666,78916,2024-02-13,Damaged,251.73,Completed
22973,287610,89742,2023-08-29,Not as Described,486.21,Completed
22974,432337,78266,2026-01-08,Changed Mind,357.34,Completed
22975,158222,98507,2024-04-16,Late Delivery,179.31,Completed
22976,102139,17224,2023-12-18,Not as Described,334.95,Completed
22977,257833,96458,2023-03-07,Changed Mind,21.1,Approved
22978,318298,91625,2024-02-22,Late Delivery,470.7,Completed
22979,176348,36941,2025-11-28,Wrong Item,62.86,Completed
22980,312487,46455,2025-12-17,Not as Described,168.32,Approved
22981,109927,62654,2023-07-27,Not as Described,87.46,Completed
22982,197041,36019,2024-05-13,Wrong Item,341.58,Completed
22983,88270,96999,2024-05-20,Late Delivery,60.03,Completed
22984,168217,76299,2025-10-19,Changed Mind,158.2,Completed
22985,465901,25811,2024-01-16,Damaged,51.42,Completed
22986,465206,44864,2024-12-02,Late Delivery,408.3,Approved
22987,23078,21632,2025-12-04,Not as Described,132.28,Completed
22988,20311,91067,2023-03-28,Damaged,309.1,Completed
22989,449266,32050,2024-07-15,Not as Described,46.81,Approved
22990,386735,5770,2025-09-15,Late Delivery,64.33,Completed
22991,353720,39956,2025-05-15,Late Delivery,201.56,Rejected
22992,264008,34556,2025-12-16,Damaged,245.61,Approved
22993,491999,27226,2024-02-24,Late Delivery,470.22,Approved
22994,333945,15357,2024-11-16,Not as Described,355.82,Approved
22995,240567,72805,2023-03-30,Changed Mind,302.82,Completed
22996,66194,25825,2024-05-18,Damaged,409.09,Completed
22997,423956,58089,2024-10-03,Damaged,485.75,Completed
22998,210049,24526,2024-06-10,Not as Described,334.67,Completed
22999,441809,52124,2025-07-08,Not as Described,311.44,Completed
23000,323949,19868,2023-02-09,Not as Described,474.52,Approved
23001,84589,11794,2024-01-14,Wrong Item,32.3,Approved
23002,421242,62134,2023-04-02,Not as Described,368.15,Approved
23003,467283,95301,2023-04-12,Wrong Item,277.58,Rejected
23004,486714,95156,2024-10-18,Wrong Item,391.65,Rejected
23005,481760,68331,2025-05-29,Damaged,332.06,Completed
23006,399200,29475,2025-08-03,Damaged,432.71,Completed
23007,156065,31042,2023-10-15,Changed Mind,213.72,Approved
23008,445408,95536,2025-05-21,Changed Mind,79.8,Completed
23009,53071,49274,2024-09-04,Damaged,413.02,Completed
23010,367157,13658,2024-02-20,Wrong Item,489.51,Rejected
23011,243003,2976,2024-05-30,Not as Described,86.4,Completed
23012,4489,4564,2024-12-09,Changed Mind,421.63,Completed
23013,206575,3034,2023-03-04,Changed Mind,197.41,Rejected
23014,247678,90845,2024-01-19,Wrong Item,450.19,Completed
23015,443750,92199,2025-12-07,Changed Mind,206.65,Completed
23016,106644,60877,2024-09-12,Late Delivery,95.81,Approved
23017,114888,32916,2025-02-12,Damaged,237.72,Completed
23018,152656,59995,2024-01-03,Not as Described,46.27,Approved
23019,407427,46729,2024-04-17,Late Delivery,64.09,Completed
23020,305218,86485,2023-11-14,Late Delivery,63.22,Rejected
23021,180698,49062,2023-04-27,Not as Described,302.61,Rejected
23022,252423,19387,2023-07-24,Not as Described,22.01,Completed
23023,483506,31993,2024-06-12,Not as Described,346.76,Completed
23024,312721,16964,2023-11-28,Late Delivery,220.17,Completed
23025,63694,75650,2025-10-20,Late Delivery,156.94,Completed
23026,164787,348,2024-08-17,Late Delivery,422.32,Completed
23027,367087,4170,2025-04-27,Damaged,262.19,Completed
23028,327612,7086,2023-12-16,Late Delivery,396.05,Completed
23029,132773,9257,2023-10-15,Not as Described,271.77,Approved
23030,314549,25630,2025-05-11,Changed Mind,396.79,Approved
23031,345993,29632,2023-07-09,Late Delivery,314.15,Completed
23032,224770,61597,2025-06-25,Damaged,50.89,Rejected
23033,226459,15264,2025-10-29,Damaged,68.25,Completed
23034,104552,67565,2025-09-27,Wrong Item,338.16,Completed
23035,159371,11149,2024-08-11,Not as Described,301.62,Approved
23036,436165,47276,2023-04-09,Wrong Item,433.81,Completed
23037,382378,66337,2024-12-10,Wrong Item,454.1,Completed
23038,411963,24765,2025-08-24,Changed Mind,436.7,Approved
23039,281547,6105,2024-01-30,Wrong Item,106.48,Completed
23040,423296,590,2024-01-18,Changed Mind,182.33,Completed
23041,50477,52435,2025-03-06,Not as Described,248.45,Approved
23042,170601,47351,2024-12-17,Damaged,306.09,Rejected
23043,350917,23430,2024-09-14,Not as Described,88.08,Rejected
23044,73513,48591,2023-09-10,Late Delivery,182.74,Completed
23045,489207,51662,2023-07-21,Damaged,406.04,Completed
23046,51291,5920,2024-10-24,Late Delivery,309.4,Approved
23047,148735,39672,2024-12-14,Damaged,420.78,Completed
23048,187933,83450,2023-03-24,Late Delivery,348.26,Completed
23049,485971,28796,2025-12-13,Changed Mind,377.14,Completed
23050,400066,20758,2023-08-23,Late Delivery,250.96,Completed
23051,420551,68912,2025-09-24,Damaged,209.52,Completed
23052,277875,84662,2025-10-06,Not as Described,286.52,Completed
23053,475014,64164,2025-05-03,Not as Described,88.14,Completed
23054,125203,49977,2023-10-19,Changed Mind,171.12,Completed
23055,335581,73568,2025-07-02,Wrong Item,156.33,Completed
23056,469541,90806,2025-11-27,Changed Mind,232.21,Completed
23057,384735,98701,2025-07-03,Late Delivery,94.75,Completed
23058,55170,78892,2023-02-21,Changed Mind,439.56,Completed
23059,28249,13520,2023-12-16,Damaged,265.22,Approved
23060,218432,13522,2024-02-01,Not as Described,471.72,Completed
23061,195060,80339,2024-02-07,Changed Mind,35.32,Completed
23062,434243,45908,2023-02-17,Not as Described,310.8,Completed
23063,321311,16542,2024-09-05,Late Delivery,446.18,Completed
23064,113144,46788,2025-03-29,Changed Mind,126.04,Completed
23065,110873,17212,2023-09-26,Late Delivery,376.09,Approved
23066,168276,77851,2025-08-08,Changed Mind,322.28,Completed
23067,195422,77453,2025-05-03,Damaged,475.45,Completed
23068,455817,83005,2024-11-24,Changed Mind,370.56,Completed
23069,241147,63354,2025-12-18,Not as Described,50.86,Completed
23070,220056,34816,2024-12-02,Damaged,244.07,Completed
23071,104476,66420,2023-08-18,Not as Described,452.88,Approved
23072,464223,31893,2024-10-25,Not as Described,135.91,Completed
23073,358354,86434,2024-10-30,Damaged,396.77,Rejected
23074,408694,58640,2025-11-01,Changed Mind,472.25,Completed
23075,28242,42064,2025-02-25,Not as Described,386.02,Completed
23076,51708,15154,2024-01-13,Damaged,414.47,Completed
23077,368389,39225,2023-06-29,Not as Described,342.23,Rejected
23078,42854,87114,2023-12-19,Late Delivery,344.25,Completed
23079,217666,34893,2024-01-28,Damaged,235.1,Completed
23080,134650,86743,2025-03-01,Late Delivery,33.62,Approved
23081,32378,97868,2025-09-14,Late Delivery,188.94,Approved
23082,82104,93114,2024-12-05,Late Delivery,351.55,Completed
23083,155275,36293,2024-08-20,Late Delivery,377.41,Approved
23084,494128,55924,2025-02-18,Not as Described,260.42,Completed
23085,323809,27331,2023-10-04,Changed Mind,82.74,Approved
23086,376171,31177,2023-03-15,Not as Described,272.19,Approved
23087,129339,36576,2025-03-04,Not as Described,278.36,Rejected
23088,464692,26736,2025-03-23,Damaged,94.51,Completed
23089,68055,95627,2024-07-13,Damaged,15.99,Completed
23090,494668,40667,2023-11-23,Not as Described,376.37,Completed
23091,268743,9712,2024-05-18,Wrong Item,60.88,Rejected
23092,359317,90870,2025-04-24,Damaged,392.42,Completed
23093,192208,23225,2023-02-26,Changed Mind,479.53,Completed
23094,316943,47821,2024-05-28,Not as Described,68.78,Completed
23095,261612,42806,2024-04-16,Not as Described,475.68,Completed
23096,494935,46612,2023-08-23,Not as Described,453.91,Rejected
23097,465434,55433,2023-04-12,Late Delivery,129.11,Completed
23098,152487,50478,2024-08-13,Not as Described,156.67,Rejected
23099,436842,69741,2023-06-29,Damaged,184.62,Completed
23100,42001,85678,2025-04-08,Changed Mind,283.53,Approved
23101,175955,80437,2024-06-03,Not as Described,493.79,Approved
23102,287451,91518,2024-02-13,Damaged,156.71,Approved
23103,165297,66190,2025-10-25,Damaged,430.12,Approved
23104,83695,41674,2023-05-10,Late Delivery,70.83,Completed
23105,228773,84451,2024-04-26,Late Delivery,350.4,Completed
23106,59989,66154,2025-03-19,Not as Described,368.22,Completed
23107,336071,18272,2024-10-31,Changed Mind,289.84,Completed
23108,250322,86248,2025-08-11,Not as Described,264.48,Approved
23109,159,45035,2025-11-06,Not as Described,460.9,Completed
23110,262578,95499,2024-06-05,Damaged,219.41,Rejected
23111,83443,48352,2025-02-10,Changed Mind,426.4,Completed
23112,276160,62370,2024-08-22,Late Delivery,58.3,Rejected
23113,28193,23493,2024-05-09,Late Delivery,321.06,Completed
23114,381447,42728,2024-10-15,Late Delivery,53.93,Rejected
23115,146378,23236,2025-06-24,Not as Described,48.62,Completed
23116,29742,18599,2024-05-12,Changed Mind,59.13,Rejected
23117,61452,63554,2024-09-07,Not as Described,217.82,Approved
23118,107081,46429,2024-03-30,Damaged,219.27,Completed
23119,358889,32452,2025-09-14,Damaged,399.3,Completed
23120,491866,92451,2025-12-04,Late Delivery,300.42,Completed
23121,59359,1962,2024-02-01,Late Delivery,380.9,Completed
23122,348307,16687,2025-02-05,Changed Mind,71.91,Completed
23123,330580,31008,2024-07-09,Damaged,444.19,Completed
23124,162993,57452,2023-09-30,Wrong Item,143.96,Approved
23125,157096,56302,2025-10-20,Changed Mind,57.59,Completed
23126,123768,68402,2023-05-12,Not as Described,464.13,Approved
23127,177721,88403,2023-09-06,Changed Mind,242.22,Completed
23128,247578,98889,2025-12-03,Not as Described,310.04,Completed
23129,6167,37985,2025-06-18,Not as Described,229.95,Approved
23130,495888,90324,2025-07-11,Wrong Item,360.42,Rejected
23131,228520,55120,2023-02-01,Late Delivery,310.26,Completed
23132,248285,55778,2025-07-06,Changed Mind,12.02,Completed
23133,331829,22689,2024-04-16,Changed Mind,22.18,Completed
23134,371722,26654,2023-11-04,Not as Described,339.65,Completed
23135,341334,25948,2024-06-12,Changed Mind,175.67,Completed
23136,469812,35159,2024-12-26,Wrong Item,317.34,Completed
23137,163259,1408,2025-12-20,Not as Described,407.3,Approved
23138,133169,77811,2025-01-15,Late Delivery,238.04,Completed
23139,241762,88251,2024-03-17,Changed Mind,482.68,Completed
23140,92073,73869,2025-02-03,Not as Described,252.75,Rejected
23141,26036,17408,2023-11-25,Wrong Item,44.2,Completed
23142,192870,2792,2025-06-18,Not as Described,497.31,Completed
23143,155304,20793,2024-10-10,Not as Described,191.15,Completed
23144,264771,3294,2024-06-29,Damaged,244.4,Completed
23145,277535,64862,2024-03-01,Late Delivery,169.94,Approved
23146,477011,70121,2023-09-11,Not as Described,152.82,Completed
23147,378553,19257,2025-06-11,Wrong Item,331.15,Completed
23148,231193,30473,2024-12-31,Late Delivery,249.61,Completed
23149,21588,46975,2024-06-27,Changed Mind,99.18,Completed
23150,80041,9223,2025-11-15,Not as Described,313.5,Approved
23151,183011,9871,2025-12-05,Changed Mind,283.25,Completed
23152,259658,4793,2023-02-04,Late Delivery,72.12,Completed
23153,8264,8091,2025-11-23,Changed Mind,148.84,Rejected
23154,290634,34345,2025-01-15,Changed Mind,104.1,Rejected
23155,249699,9758,2024-11-10,Not as Described,58.04,Completed
23156,355480,28407,2025-07-31,Not as Described,94.45,Completed
23157,128544,18576,2025-06-04,Not as Described,131.35,Approved
23158,417571,38740,2024-01-19,Wrong Item,106.0,Completed
23159,58935,16802,2024-05-21,Wrong Item,473.55,Approved
23160,484106,40735,2025-09-22,Changed Mind,461.51,Completed
23161,412687,60565,2023-11-10,Not as Described,404.52,Completed
23162,50207,18005,2025-04-27,Late Delivery,402.53,Completed
23163,391116,30267,2025-05-31,Damaged,269.51,Completed
23164,9275,40064,2024-03-27,Damaged,446.74,Completed
23165,66621,38334,2023-12-07,Changed Mind,169.15,Approved
23166,83120,5783,2024-07-06,Not as Described,464.61,Completed
23167,374181,16925,2023-12-05,Damaged,137.97,Completed
23168,399212,66622,2023-01-25,Wrong Item,16.41,Completed
23169,367698,78694,2024-11-01,Changed Mind,429.06,Completed
23170,229314,6867,2023-04-15,Late Delivery,182.48,Completed
23171,351,91275,2024-05-15,Not as Described,349.65,Approved
23172,24805,73334,2024-07-20,Wrong Item,257.03,Completed
23173,114086,9199,2024-11-16,Not as Described,265.45,Rejected
23174,93211,96957,2024-07-28,Damaged,347.83,Completed
23175,458084,75891,2025-03-22,Wrong Item,32.71,Completed
23176,120532,30020,2025-02-12,Changed Mind,430.05,Rejected
23177,390445,29877,2023-06-15,Late Delivery,157.5,Completed
23178,134347,76314,2025-08-06,Not as Described,282.66,Approved
23179,10755,67634,2025-10-27,Changed Mind,38.8,Completed
23180,243632,5731,2024-06-16,Changed Mind,119.88,Completed
23181,129988,52853,2024-10-27,Wrong Item,391.37,Rejected
23182,415174,96943,2025-11-05,Wrong Item,155.16,Completed
23183,140570,82599,2024-08-17,Changed Mind,374.14,Completed
23184,422938,91456,2025-05-15,Wrong Item,462.18,Approved
23185,360426,41838,2025-11-26,Late Delivery,153.62,Completed
23186,369744,84871,2024-06-22,Wrong Item,360.08,Completed
23187,315041,12752,2023-02-20,Changed Mind,492.47,Approved
23188,64714,44701,2025-08-13,Changed Mind,91.07,Completed
23189,383057,79273,2025-09-03,Not as Described,33.19,Completed
23190,348413,72428,2024-04-17,Late Delivery,306.04,Approved
23191,79469,59737,2023-07-24,Damaged,101.24,Completed
23192,8009,12084,2024-07-03,Damaged,380.47,Completed
23193,370125,29341,2024-10-31,Damaged,88.52,Rejected
23194,157702,99638,2023-09-27,Not as Described,358.69,Approved
23195,319971,62562,2025-08-22,Wrong Item,106.01,Completed
23196,32551,21362,2024-06-11,Late Delivery,381.14,Approved
23197,52053,29153,2025-12-17,Not as Described,345.95,Approved
23198,372225,76354,2025-12-22,Damaged,340.19,Rejected
23199,252076,75928,2025-07-30,Damaged,227.35,Approved
23200,304497,18343,2024-08-18,Changed Mind,321.16,Completed
23201,35417,62595,2023-04-20,Not as Described,113.09,Approved
23202,4363,15690,2024-03-09,Wrong Item,396.71,Approved
23203,352088,23818,2023-03-18,Late Delivery,319.6,Completed
23204,376105,61670,2024-04-05,Not as Described,302.72,Completed
23205,65646,97870,2025-11-06,Changed Mind,297.62,Completed
23206,262040,15925,2023-03-03,Not as Described,31.2,Rejected
23207,282155,15202,2025-05-20,Not as Described,230.93,Approved
23208,379271,33014,2023-04-12,Damaged,174.22,Completed
23209,484447,76518,2025-11-10,Damaged,488.03,Completed
23210,29478,5215,2023-12-04,Not as Described,341.22,Approved
23211,43558,67140,2025-12-16,Changed Mind,337.2,Rejected
23212,287232,1288,2024-05-22,Late Delivery,75.08,Completed
23213,113932,14783,2025-01-17,Late Delivery,318.63,Approved
23214,69011,70759,2024-12-19,Wrong Item,108.53,Completed
23215,440717,23936,2024-09-06,Not as Described,271.62,Completed
23216,375964,41455,2023-08-24,Damaged,419.57,Approved
23217,153430,93353,2024-01-16,Not as Described,467.15,Completed
23218,468375,10619,2024-01-16,Changed Mind,210.23,Completed
23219,459647,63545,2025-08-18,Wrong Item,38.22,Approved
23220,56587,66461,2025-01-19,Damaged,394.29,Completed
23221,435589,43205,2024-10-22,Late Delivery,206.53,Completed
23222,155622,53588,2023-04-14,Late Delivery,492.27,Completed
23223,474330,6454,2025-04-30,Damaged,12.74,Completed
23224,93235,96609,2025-09-21,Damaged,54.77,Completed
23225,270244,44526,2025-09-06,Late Delivery,380.43,Completed
23226,213264,43821,2025-10-12,Late Delivery,448.47,Completed
23227,458316,7843,2023-04-09,Late Delivery,191.46,Completed
23228,399007,37497,2025-11-18,Not as Described,139.3,Completed
23229,182309,69892,2025-12-14,Damaged,182.04,Completed
23230,464997,95746,2024-05-28,Changed Mind,322.57,Completed
23231,124793,78126,2024-11-25,Not as Described,31.8,Approved
23232,228360,79033,2025-04-03,Damaged,201.66,Completed
23233,191162,87684,2024-01-22,Wrong Item,29.6,Approved
23234,231256,61764,2025-03-12,Changed Mind,306.07,Rejected
23235,109072,46499,2025-10-04,Late Delivery,468.55,Completed
23236,404870,77215,2025-08-01,Damaged,74.81,Completed
23237,458780,90375,2025-06-07,Not as Described,286.56,Completed
23238,92670,76130,2025-12-17,Late Delivery,131.88,Completed
23239,124901,89543,2023-09-29,Changed Mind,189.32,Completed
23240,20342,43599,2025-08-20,Changed Mind,117.5,Completed
23241,431109,52245,2025-07-26,Changed Mind,408.37,Completed
23242,278047,83511,2025-01-29,Changed Mind,294.78,Completed
23243,284839,48964,2025-07-24,Damaged,415.21,Completed
23244,180865,45072,2024-09-30,Late Delivery,165.59,Completed
23245,306726,14772,2025-09-06,Wrong Item,286.57,Completed
23246,195928,95807,2025-11-01,Wrong Item,479.46,Completed
23247,454764,26361,2023-03-30,Late Delivery,454.9,Completed
23248,457453,47988,2023-09-10,Not as Described,20.93,Completed
23249,320158,46196,2026-01-22,Late Delivery,399.06,Completed
23250,137432,34688,2024-09-16,Changed Mind,180.41,Completed
23251,464385,51934,2023-11-26,Not as Described,103.93,Completed
23252,365222,2656,2023-05-16,Late Delivery,220.1,Completed
23253,450835,5256,2024-08-27,Not as Described,269.75,Completed
23254,179351,27668,2025-04-10,Changed Mind,304.4,Approved
23255,78864,28196,2025-06-07,Changed Mind,389.95,Completed
23256,312997,50741,2025-09-02,Late Delivery,421.9,Completed
23257,36779,7230,2025-03-13,Not as Described,467.29,Rejected
23258,90807,51272,2023-06-05,Damaged,295.84,Completed
23259,63897,77389,2024-02-16,Damaged,148.1,Rejected
23260,418898,49556,2023-10-05,Late Delivery,304.4,Completed
23261,10282,56170,2025-11-13,Not as Described,314.48,Rejected
23262,483939,52909,2025-09-10,Changed Mind,241.56,Approved
23263,448293,89884,2024-08-21,Not as Described,403.32,Completed
23264,264023,49201,2024-01-26,Not as Described,59.32,Completed
23265,186407,21708,2025-09-03,Changed Mind,288.05,Completed
23266,122114,92760,2025-01-24,Changed Mind,77.32,Completed
23267,497146,44045,2025-04-03,Late Delivery,321.99,Completed
23268,107720,75172,2025-03-01,Late Delivery,10.94,Rejected
23269,48716,61774,2024-10-05,Changed Mind,125.63,Completed
23270,117603,87037,2023-06-09,Wrong Item,219.78,Completed
23271,302329,68231,2023-10-22,Changed Mind,282.5,Approved
23272,421645,48985,2025-03-09,Not as Described,303.32,Completed
23273,313643,41025,2023-12-30,Not as Described,458.71,Completed
23274,266563,18649,2024-03-10,Damaged,230.19,Completed
23275,183198,62069,2025-04-15,Wrong Item,367.4,Completed
23276,24478,85737,2025-07-05,Wrong Item,431.12,Completed
23277,205648,52666,2024-09-30,Changed Mind,418.64,Completed
23278,223460,55690,2024-12-18,Damaged,355.03,Rejected
23279,220556,92718,2023-06-19,Late Delivery,177.59,Completed
23280,485891,14563,2023-06-22,Late Delivery,389.03,Completed
23281,22172,56314,2024-11-14,Wrong Item,99.96,Completed
23282,103287,25935,2024-10-14,Not as Described,71.81,Completed
23283,136745,16939,2025-03-17,Not as Described,345.76,Completed
23284,491590,2237,2023-11-09,Late Delivery,344.85,Approved
23285,15861,24692,2023-06-07,Not as Described,251.53,Completed
23286,463610,8192,2025-12-11,Late Delivery,180.59,Completed
23287,116285,71115,2025-02-11,Wrong Item,24.3,Approved
23288,178365,63450,2023-11-26,Not as Described,492.83,Approved
23289,343021,93961,2025-07-16,Not as Described,301.97,Completed
23290,404040,88498,2025-03-17,Not as Described,462.52,Completed
23291,257094,84667,2023-02-22,Changed Mind,416.03,Rejected
23292,95423,55496,2025-08-14,Not as Described,75.97,Completed
23293,412330,80879,2025-07-17,Wrong Item,173.82,Completed
23294,368599,70168,2024-12-07,Changed Mind,80.96,Completed
23295,461248,93001,2023-05-03,Not as Described,199.82,Rejected
23296,268343,88038,2023-10-08,Late Delivery,189.89,Rejected
23297,268964,62579,2024-08-23,Late Delivery,461.37,Completed
23298,58811,93256,2025-10-01,Late Delivery,335.48,Completed
23299,255095,61152,2023-06-14,Late Delivery,391.88,Approved
23300,441099,87665,2025-10-07,Late Delivery,138.15,Completed
23301,425684,51235,2025-12-12,Changed Mind,167.23,Completed
23302,170524,34919,2023-11-06,Late Delivery,43.88,Completed
23303,384235,48128,2024-09-12,Changed Mind,61.47,Rejected
23304,60877,32566,2026-01-12,Not as Described,227.11,Rejected
23305,422262,4200,2023-06-11,Changed Mind,443.65,Completed
23306,225904,401,2023-08-16,Damaged,261.05,Completed
23307,40312,8633,2023-12-06,Late Delivery,274.66,Completed
23308,408239,10744,2024-06-20,Changed Mind,417.94,Approved
23309,491222,27592,2025-05-24,Wrong Item,439.42,Completed
23310,389238,47745,2024-01-16,Late Delivery,408.51,Completed
23311,165693,70066,2023-07-16,Not as Described,195.12,Completed
23312,349710,25901,2025-02-17,Late Delivery,160.99,Completed
23313,79714,87677,2023-02-15,Late Delivery,222.13,Completed
23314,450001,62298,2025-01-01,Late Delivery,184.15,Rejected
23315,214374,99521,2024-12-26,Wrong Item,491.65,Completed
23316,198959,97686,2025-04-12,Changed Mind,225.18,Approved
23317,323123,1717,2023-11-17,Damaged,196.41,Approved
23318,73946,61311,2025-11-27,Late Delivery,290.02,Completed
23319,310098,97455,2023-04-04,Late Delivery,221.03,Completed
23320,245743,14486,2025-12-20,Changed Mind,292.46,Completed
23321,192401,81002,2025-04-01,Not as Described,298.67,Completed
23322,36417,11389,2025-01-09,Damaged,428.85,Completed
23323,151565,77123,2023-12-02,Changed Mind,10.97,Completed
23324,227404,31010,2025-03-16,Changed Mind,401.21,Completed
23325,355074,18621,2024-12-12,Changed Mind,67.53,Completed
23326,130132,18772,2025-09-19,Damaged,489.82,Rejected
23327,347978,88140,2023-11-06,Not as Described,197.03,Approved
23328,87893,77220,2025-09-23,Wrong Item,27.1,Completed
23329,64742,70803,2023-02-10,Late Delivery,137.63,Completed
23330,220989,4481,2024-08-19,Not as Described,429.53,Rejected
23331,361710,49236,2023-11-01,Damaged,256.76,Completed
23332,230271,19580,2023-05-31,Wrong Item,486.44,Completed
23333,298255,17241,2024-07-18,Not as Described,433.08,Completed
23334,416248,60509,2024-12-17,Wrong Item,478.51,Rejected
23335,441794,71718,2024-11-19,Changed Mind,208.63,Approved
23336,95620,22466,2024-07-19,Late Delivery,345.37,Completed
23337,218457,54361,2024-09-18,Not as Described,193.45,Approved
23338,333016,80477,2023-12-02,Not as Described,385.83,Completed
