supplier_id,supplier_name,country,supplier_rating,active_flag
636,Supplier 0636,United States,4.52,Y
637,Supplier 0637,United States,4.13,Y
638,Supplier 0638,Germany,4.22,Y
639,Supplier 0639,Germany,4.79,Y
640,Supplier 0640,United Kingdom,4.33,Y
641,Supplier 0641,Azerbaijan,4.34,Y
642,Supplier 0642,United Kingdom,4.58,N
643,Supplier 0643,Germany,3.94,Y
644,Supplier 0644,United Kingdom,3.72,Y
645,Supplier 0645,Turkey,3.63,Y
646,Supplier 0646,Georgia,3.22,Y
647,Supplier 0647,France,5.0,Y
648,Supplier 0648,Italy,3.6,Y
649,Supplier 0649,Poland,4.0,Y
650,Supplier 0650,United States,3.98,Y
651,Supplier 0651,Turkey,4.24,Y
652,Supplier 0652,United States,4.47,Y
653,Supplier 0653,France,4.49,Y
654,Supplier 0654,Poland,3.84,Y
655,Supplier 0655,United States,4.02,Y
656,Supplier 0656,Turkey,4.23,Y
657,Supplier 0657,Germany,3.99,Y
658,Supplier 0658,United Kingdom,4.82,Y
659,Supplier 0659,Italy,4.32,Y
660,Supplier 0660,France,4.43,Y
661,Supplier 0661,United Kingdom,4.4,Y
662,Supplier 0662,Kazakhstan,4.63,Y
663,Supplier 0663,France,4.18,Y
664,Supplier 0664,Germany,3.52,Y
665,Supplier 0665,Turkey,4.28,Y
666,Supplier 0666,Turkey,3.81,Y
667,Supplier 0667,Germany,3.86,Y
668,Supplier 0668,Turkey,4.36,Y
669,Supplier 0669,Turkey,4.66,Y
670,Supplier 0670,Germany,4.11,Y
671,Supplier 0671,Turkey,4.24,Y
672,Supplier 0672,Georgia,4.87,Y
673,Supplier 0673,Turkey,4.21,Y
674,Supplier 0674,United States,5.0,Y
675,Supplier 0675,United States,4.35,Y
676,Supplier 0676,Kazakhstan,3.31,Y
677,Supplier 0677,Turkey,4.44,Y
678,Supplier 0678,United Kingdom,4.27,N
679,Supplier 0679,Kazakhstan,4.68,Y
680,Supplier 0680,UAE,4.4,Y
681,Supplier 0681,UAE,4.04,Y
682,Supplier 0682,Germany,3.55,Y
683,Supplier 0683,Turkey,4.01,Y
684,Supplier 0684,Italy,3.72,Y
685,Supplier 0685,Kazakhstan,3.84,Y
686,Supplier 0686,France,4.36,Y
687,Supplier 0687,France,4.85,Y
688,Supplier 0688,Germany,4.28,Y
689,Supplier 0689,Poland,3.56,Y
690,Supplier 0690,Turkey,4.3,Y
691,Supplier 0691,United Kingdom,4.64,Y
692,Supplier 0692,United States,3.83,Y
693,Supplier 0693,United States,4.04,Y
694,Supplier 0694,Germany,4.11,N
695,Supplier 0695,Turkey,3.75,Y
696,Supplier 0696,Italy,4.39,Y
697,Supplier 0697,Germany,4.05,Y
698,Supplier 0698,France,4.29,Y
699,Supplier 0699,Turkey,3.7,Y
700,Supplier 0700,United States,3.9,Y
701,Supplier 0701,United States,4.43,Y
702,Supplier 0702,Azerbaijan,3.93,Y
703,Supplier 0703,United Kingdom,4.88,Y
704,Supplier 0704,Turkey,3.92,Y
705,Supplier 0705,Azerbaijan,4.2,Y
706,Supplier 0706,Kazakhstan,4.52,Y
707,Supplier 0707,United Kingdom,3.46,Y
708,Supplier 0708,UAE,3.31,Y
709,Supplier 0709,Germany,3.41,Y
710,Supplier 0710,Spain,4.67,Y
711,Supplier 0711,Poland,3.85,Y
712,Supplier 0712,France,5.0,Y
713,Supplier 0713,United States,3.85,Y
714,Supplier 0714,United States,4.18,Y
715,Supplier 0715,United Kingdom,4.79,Y
716,Supplier 0716,Kazakhstan,5.0,Y
717,Supplier 0717,UAE,5.0,Y
718,Supplier 0718,Kazakhstan,4.64,Y
719,Supplier 0719,Turkey,4.56,Y
720,Supplier 0720,Spain,4.37,Y
721,Supplier 0721,Kazakhstan,4.45,Y
722,Supplier 0722,Turkey,3.85,Y
723,Supplier 0723,Azerbaijan,3.73,Y
724,Supplier 0724,Poland,4.1,Y
725,Supplier 0725,France,4.02,Y
726,Supplier 0726,UAE,3.9,Y
727,Supplier 0727,Turkey,4.41,Y
728,Supplier 0728,Poland,4.53,Y
729,Supplier 0729,Germany,4.14,Y
730,Supplier 0730,Turkey,4.76,Y
731,Supplier 0731,Turkey,3.59,Y
732,Supplier 0732,UAE,4.01,Y
733,Supplier 0733,Italy,3.78,Y
734,Supplier 0734,United States,3.26,Y
735,Supplier 0735,United Kingdom,4.06,Y
736,Supplier 0736,Georgia,4.05,Y
737,Supplier 0737,United Kingdom,4.78,Y
738,Supplier 0738,UAE,4.38,Y
739,Supplier 0739,United States,3.64,Y
740,Supplier 0740,United Kingdom,4.93,Y
741,Supplier 0741,United States,4.65,Y
742,Supplier 0742,United Kingdom,4.36,Y
743,Supplier 0743,Poland,4.0,Y
744,Supplier 0744,United States,3.67,Y
745,Supplier 0745,Germany,3.93,Y
746,Supplier 0746,Georgia,4.59,Y
747,Supplier 0747,United Kingdom,4.95,Y
748,Supplier 0748,France,4.79,Y
749,Supplier 0749,Georgia,3.88,Y
750,Supplier 0750,Italy,3.6,Y
751,Supplier 0751,Turkey,4.16,Y
752,Supplier 0752,Kazakhstan,3.3,N
753,Supplier 0753,Italy,4.25,Y
754,Supplier 0754,United Kingdom,4.03,Y
755,Supplier 0755,Turkey,3.89,Y
756,Supplier 0756,Poland,3.38,N
757,Supplier 0757,Italy,4.33,Y
758,Supplier 0758,United States,3.86,Y
759,Supplier 0759,Georgia,3.57,Y
760,Supplier 0760,Poland,2.81,Y
761,Supplier 0761,Turkey,4.09,Y
762,Supplier 0762,United Kingdom,4.9,Y
763,Supplier 0763,Germany,4.85,Y
764,Supplier 0764,Poland,3.89,Y
765,Supplier 0765,Azerbaijan,3.83,Y
766,Supplier 0766,France,4.31,Y
767,Supplier 0767,Poland,3.65,Y
768,Supplier 0768,Georgia,4.24,Y
769,Supplier 0769,United Kingdom,4.44,Y
770,Supplier 0770,UAE,4.65,Y
771,Supplier 0771,Turkey,4.05,Y
772,Supplier 0772,UAE,4.01,Y
773,Supplier 0773,Turkey,3.7,Y
774,Supplier 0774,United Kingdom,3.73,Y
775,Supplier 0775,Poland,4.0,Y
776,Supplier 0776,Turkey,4.27,Y
777,Supplier 0777,Germany,4.51,Y
778,Supplier 0778,Spain,3.74,Y
779,Supplier 0779,Spain,4.77,Y
780,Supplier 0780,Italy,3.98,Y
781,Supplier 0781,Spain,4.09,Y
782,Supplier 0782,France,3.76,Y
783,Supplier 0783,Germany,3.01,Y
784,Supplier 0784,United Kingdom,4.5,Y
785,Supplier 0785,Turkey,4.43,Y
786,Supplier 0786,Georgia,3.97,Y
787,Supplier 0787,France,4.13,Y
788,Supplier 0788,United States,4.33,Y
789,Supplier 0789,United States,3.4,Y
790,Supplier 0790,Kazakhstan,3.86,Y
791,Supplier 0791,Turkey,4.46,Y
792,Supplier 0792,France,3.54,Y
793,Supplier 0793,United States,4.23,Y
794,Supplier 0794,Italy,3.49,Y
795,Supplier 0795,Azerbaijan,4.31,Y
796,Supplier 0796,Georgia,4.08,Y
797,Supplier 0797,Kazakhstan,3.37,Y
798,Supplier 0798,France,4.62,Y
799,Supplier 0799,Spain,3.77,Y
800,Supplier 0800,Kazakhstan,3.74,Y
801,Supplier 0801,Spain,4.19,Y
802,Supplier 0802,Turkey,4.62,Y
803,Supplier 0803,France,3.64,Y
804,Supplier 0804,France,4.13,Y
805,Supplier 0805,United States,4.29,Y
806,Supplier 0806,Spain,4.41,Y
807,Supplier 0807,Kazakhstan,4.18,Y
808,Supplier 0808,Kazakhstan,3.93,Y
809,Supplier 0809,United States,3.73,Y
810,Supplier 0810,Turkey,4.14,Y
811,Supplier 0811,Kazakhstan,3.62,N
812,Supplier 0812,UAE,2.79,Y
813,Supplier 0813,Turkey,4.3,Y
814,Supplier 0814,Kazakhstan,4.51,Y
815,Supplier 0815,UAE,3.04,Y
816,Supplier 0816,United States,3.65,Y
817,Supplier 0817,France,4.38,Y
818,Supplier 0818,United Kingdom,5.0,Y
819,Supplier 0819,Azerbaijan,4.11,Y
820,Supplier 0820,United Kingdom,3.77,Y
821,Supplier 0821,UAE,4.02,Y
822,Supplier 0822,Azerbaijan,4.72,Y
823,Supplier 0823,United Kingdom,3.81,Y
824,Supplier 0824,United Kingdom,3.74,Y
825,Supplier 0825,United States,3.88,Y
826,Supplier 0826,Georgia,3.67,Y
827,Supplier 0827,United Kingdom,4.16,Y
828,Supplier 0828,United Kingdom,4.83,Y
829,Supplier 0829,Spain,4.25,Y
830,Supplier 0830,United States,3.99,Y
831,Supplier 0831,Germany,3.97,Y
832,Supplier 0832,United States,3.4,Y
833,Supplier 0833,Turkey,4.5,Y
834,Supplier 0834,Turkey,4.06,Y
835,Supplier 0835,United States,4.02,Y
836,Supplier 0836,United States,5.0,Y
837,Supplier 0837,Georgia,4.23,Y
838,Supplier 0838,United Kingdom,3.76,Y
839,Supplier 0839,France,3.91,Y
840,Supplier 0840,Italy,4.62,Y
841,Supplier 0841,Azerbaijan,4.15,Y
842,Supplier 0842,Italy,3.45,Y
843,Supplier 0843,Turkey,4.51,Y
844,Supplier 0844,Kazakhstan,3.8,Y
845,Supplier 0845,Turkey,4.94,Y
846,Supplier 0846,United States,4.59,Y
847,Supplier 0847,Turkey,3.9,Y
848,Supplier 0848,Kazakhstan,4.68,Y
849,Supplier 0849,United States,4.13,Y
850,Supplier 0850,France,4.48,Y
851,Supplier 0851,Azerbaijan,4.32,Y
852,Supplier 0852,Poland,3.72,Y
853,Supplier 0853,Germany,3.81,Y
854,Supplier 0854,Georgia,4.56,Y
855,Supplier 0855,Germany,3.95,Y
856,Supplier 0856,Turkey,3.92,Y
857,Supplier 0857,Azerbaijan,3.67,Y
858,Supplier 0858,United States,4.29,Y
859,Supplier 0859,France,5.0,Y
860,Supplier 0860,Azerbaijan,3.62,Y
861,Supplier 0861,Poland,4.11,Y
862,Supplier 0862,United States,4.74,Y
863,Supplier 0863,United States,4.06,Y
864,Supplier 0864,United States,4.3,Y
865,Supplier 0865,United States,3.62,Y
866,Supplier 0866,France,4.29,Y
867,Supplier 0867,Turkey,4.02,Y
868,Supplier 0868,Turkey,4.54,Y
869,Supplier 0869,UAE,4.63,Y
870,Supplier 0870,Kazakhstan,5.0,Y
871,Supplier 0871,United Kingdom,4.36,Y
872,Supplier 0872,Germany,4.25,Y
873,Supplier 0873,Italy,4.19,Y
874,Supplier 0874,United States,3.94,Y
875,Supplier 0875,Azerbaijan,4.25,Y
876,Supplier 0876,Turkey,3.97,Y
877,Supplier 0877,Spain,4.18,Y
878,Supplier 0878,Italy,4.69,Y
879,Supplier 0879,Azerbaijan,3.65,Y
880,Supplier 0880,Germany,4.61,Y
881,Supplier 0881,Germany,4.69,Y
882,Supplier 0882,Italy,4.05,Y
883,Supplier 0883,Azerbaijan,3.15,Y
884,Supplier 0884,Turkey,3.83,Y
885,Supplier 0885,Poland,4.68,Y
886,Supplier 0886,Turkey,4.09,Y
887,Supplier 0887,Italy,3.65,Y
888,Supplier 0888,Germany,3.87,Y
889,Supplier 0889,Turkey,4.48,Y
890,Supplier 0890,Germany,4.35,Y
891,Supplier 0891,Spain,3.99,Y
892,Supplier 0892,UAE,3.93,Y
893,Supplier 0893,UAE,3.92,Y
894,Supplier 0894,United Kingdom,3.68,Y
895,Supplier 0895,Italy,4.83,Y
896,Supplier 0896,Germany,3.95,Y
897,Supplier 0897,Germany,4.65,Y
898,Supplier 0898,Georgia,4.78,Y
899,Supplier 0899,Azerbaijan,4.55,Y
900,Supplier 0900,Turkey,3.91,Y
901,Supplier 0901,Germany,4.28,Y
902,Supplier 0902,Azerbaijan,4.09,Y
903,Supplier 0903,Turkey,3.69,Y
904,Supplier 0904,France,4.25,Y
905,Supplier 0905,United States,3.57,Y
906,Supplier 0906,Georgia,4.63,Y
907,Supplier 0907,UAE,3.89,Y
908,Supplier 0908,United Kingdom,4.19,Y
909,Supplier 0909,Germany,4.23,Y
910,Supplier 0910,United Kingdom,3.98,Y
911,Supplier 0911,France,4.36,Y
912,Supplier 0912,Germany,3.89,Y
913,Supplier 0913,Italy,4.49,Y
914,Supplier 0914,United States,3.49,Y
915,Supplier 0915,France,4.16,Y
916,Supplier 0916,United States,4.97,Y
917,Supplier 0917,Germany,3.65,Y
918,Supplier 0918,Kazakhstan,3.8,Y
919,Supplier 0919,Poland,4.33,Y
920,Supplier 0920,Turkey,4.18,Y
921,Supplier 0921,UAE,4.26,Y
922,Supplier 0922,United States,4.32,Y
923,Supplier 0923,Georgia,4.39,Y
924,Supplier 0924,Poland,4.6,Y
925,Supplier 0925,United States,4.28,Y
926,Supplier 0926,Azerbaijan,3.99,Y
927,Supplier 0927,Germany,4.4,Y
928,Supplier 0928,France,4.95,Y
929,Supplier 0929,Italy,4.04,Y
930,Supplier 0930,Germany,3.66,Y
931,Supplier 0931,Turkey,4.6,Y
932,Supplier 0932,UAE,4.05,Y
933,Supplier 0933,Kazakhstan,3.12,Y
934,Supplier 0934,United States,4.48,Y
935,Supplier 0935,Turkey,3.86,Y
936,Supplier 0936,Germany,4.06,Y
937,Supplier 0937,Azerbaijan,4.25,Y
938,Supplier 0938,Georgia,4.19,Y
939,Supplier 0939,Turkey,4.42,Y
940,Supplier 0940,France,3.9,Y
941,Supplier 0941,Germany,4.33,Y
942,Supplier 0942,France,3.98,Y
943,Supplier 0943,Italy,4.43,Y
944,Supplier 0944,UAE,4.38,Y
945,Supplier 0945,Germany,3.68,Y
946,Supplier 0946,Azerbaijan,4.59,Y
947,Supplier 0947,Turkey,3.86,Y
948,Supplier 0948,Georgia,4.46,Y
949,Supplier 0949,Georgia,4.27,Y
950,Supplier 0950,France,4.93,Y
951,Supplier 0951,France,4.0,Y
952,Supplier 0952,Italy,3.94,Y
953,Supplier 0953,Turkey,4.09,Y
954,Supplier 0954,Georgia,3.96,Y
955,Supplier 0955,United States,4.46,Y
956,Supplier 0956,United Kingdom,3.37,Y
957,Supplier 0957,United States,3.63,Y
958,Supplier 0958,Azerbaijan,3.62,Y
959,Supplier 0959,Turkey,4.53,Y
960,Supplier 0960,Spain,4.87,Y
961,Supplier 0961,Turkey,4.05,Y
962,Supplier 0962,France,4.02,Y
963,Supplier 0963,Germany,4.13,Y
964,Supplier 0964,United Kingdom,4.62,Y
965,Supplier 0965,Germany,3.68,Y
966,Supplier 0966,United Kingdom,4.21,Y
967,Supplier 0967,Spain,4.54,Y
968,Supplier 0968,Germany,4.33,Y
969,Supplier 0969,France,4.19,Y
970,Supplier 0970,United States,4.55,Y
971,Supplier 0971,Italy,2.88,Y
972,Supplier 0972,Kazakhstan,4.41,Y
973,Supplier 0973,Spain,3.81,Y
974,Supplier 0974,Germany,3.28,Y
975,Supplier 0975,Azerbaijan,4.33,Y
976,Supplier 0976,Germany,4.72,Y
977,Supplier 0977,France,4.04,Y
978,Supplier 0978,Azerbaijan,4.53,Y
979,Supplier 0979,United States,4.83,Y
980,Supplier 0980,France,4.69,Y
981,Supplier 0981,United Kingdom,4.84,Y
982,Supplier 0982,Poland,4.43,Y
983,Supplier 0983,Turkey,4.13,Y
984,Supplier 0984,Azerbaijan,3.38,Y
985,Supplier 0985,Spain,3.99,Y
986,Supplier 0986,United States,3.72,Y
987,Supplier 0987,Spain,5.0,Y
988,Supplier 0988,United States,4.02,Y
989,Supplier 0989,Germany,4.16,Y
990,Supplier 0990,UAE,4.35,Y
991,Supplier 0991,Poland,4.12,Y
992,Supplier 0992,Spain,4.86,Y
993,Supplier 0993,Germany,3.82,Y
994,Supplier 0994,France,4.19,Y
995,Supplier 0995,United Kingdom,3.77,Y
996,Supplier 0996,Turkey,3.51,Y
997,Supplier 0997,Georgia,3.82,Y
998,Supplier 0998,Turkey,4.08,Y
999,Supplier 0999,Kazakhstan,3.91,Y
1000,Supplier 1000,United States,3.79,Y
