ticket_id,customer_id,created_date,category,priority,status,resolution_hours
4394,56652,2025-08-25,Delivery,Medium,Closed,15.3
4395,99392,2025-10-07,Product,Low,Resolved,12.9
4396,96822,2024-02-08,Return,Low,Resolved,6.3
4397,44987,2023-07-23,Payment,Medium,Resolved,2.5
4398,94994,2023-03-29,Other,Medium,In Progress,4.7
4399,5561,2025-12-20,Delivery,Medium,Resolved,6.2
4400,91301,2024-03-25,Account,Low,Closed,5.6
4401,67616,2024-01-25,Product,High,Closed,10.1
4402,31933,2024-04-26,Return,Low,In Progress,5.5
4403,72804,2024-05-19,Delivery,High,Open,6.2
4404,92589,2023-03-16,Payment,Medium,Resolved,44.1
4405,8232,2023-03-17,Account,High,Closed,7.2
4406,79262,2024-07-07,Product,Medium,Closed,1.8
4407,73535,2025-02-27,Return,Medium,Resolved,4.8
4408,59149,2024-08-27,Return,High,Closed,9.2
4409,1576,2023-12-11,Product,Low,Closed,11.6
4410,93055,2025-07-09,Delivery,Medium,Resolved,4.5
4411,82498,2024-02-13,Other,Low,Closed,8.9
4412,84065,2023-10-12,Delivery,Medium,Closed,13.5
4413,65882,2024-01-16,Return,Low,Resolved,11.4
4414,82077,2024-08-01,Account,Medium,Resolved,11.0
4415,86332,2023-06-15,Delivery,Medium,Resolved,15.5
4416,83492,2023-12-23,Delivery,High,Resolved,26.0
4417,27745,2025-04-27,Return,Medium,Closed,3.4
4418,6755,2024-10-26,Payment,Low,Closed,4.5
4419,41649,2024-03-16,Other,Low,Closed,23.7
4420,10213,2024-04-16,Return,Low,Closed,6.4
4421,51332,2024-08-14,Payment,Low,Closed,8.9
4422,78946,2023-12-05,Product,High,Closed,22.9
4423,81082,2024-04-06,Other,Medium,Resolved,20.4
4424,93772,2025-08-30,Delivery,Medium,Resolved,10.1
4425,36595,2023-04-09,Product,Low,Closed,1.4
4426,95292,2025-08-07,Product,Low,Closed,3.7
4427,1883,2023-12-17,Delivery,Medium,Resolved,8.8
4428,48390,2024-02-19,Delivery,High,In Progress,6.5
4429,5025,2023-12-02,Payment,Medium,Resolved,4.2
4430,35435,2024-08-23,Product,Low,Resolved,8.0
4431,23744,2024-04-08,Delivery,Critical,Resolved,3.7
4432,98140,2024-07-25,Delivery,Medium,Resolved,7.8
4433,1771,2025-09-14,Payment,Medium,Resolved,3.4
4434,53714,2024-07-26,Return,Low,Closed,14.9
4435,96005,2025-05-11,Other,Low,Closed,14.3
4436,54065,2025-01-18,Delivery,Low,Closed,26.0
4437,10481,2023-11-23,Delivery,Critical,Resolved,7.2
4438,94772,2024-05-12,Return,Low,Resolved,7.1
4439,80234,2024-12-13,Delivery,Medium,Resolved,8.5
4440,30641,2023-05-24,Product,Low,Closed,1.5
4441,44306,2023-06-22,Account,High,Resolved,2.4
4442,35488,2025-01-30,Account,Low,Resolved,3.7
4443,40729,2024-06-24,Delivery,Low,Closed,16.5
4444,83350,2023-12-19,Delivery,Low,Closed,12.0
4445,2751,2024-04-24,Delivery,High,Closed,2.0
4446,56395,2025-03-24,Product,Medium,In Progress,4.6
4447,3582,2025-06-25,Return,High,Closed,5.2
4448,10321,2023-01-15,Payment,Low,Closed,3.5
4449,75398,2025-09-21,Delivery,Medium,Resolved,6.2
4450,83879,2023-01-21,Return,Medium,In Progress,7.0
4451,17669,2023-10-27,Account,Medium,Resolved,4.0
4452,76188,2023-04-27,Product,High,Closed,22.8
4453,32423,2024-02-08,Product,Low,Closed,5.4
4454,26714,2023-10-01,Return,High,Closed,15.5
4455,15734,2024-11-01,Delivery,Low,Resolved,23.4
4456,82541,2024-09-25,Product,Medium,Closed,6.7
4457,22392,2025-10-30,Other,Critical,Closed,5.3
4458,78514,2024-08-16,Product,Medium,Resolved,10.9
4459,45485,2025-10-29,Other,Medium,Resolved,3.1
4460,64877,2025-06-03,Delivery,Low,Closed,17.6
4461,44906,2024-08-28,Delivery,Medium,Closed,8.0
4462,95047,2023-09-21,Product,Low,Closed,14.1
4463,94566,2025-05-27,Other,Medium,Closed,4.3
4464,22885,2025-10-08,Account,Low,Open,8.1
4465,29561,2023-07-31,Product,Medium,Open,7.1
4466,66627,2025-04-24,Payment,Low,Closed,3.2
4467,51175,2023-10-24,Product,Low,Resolved,10.0
4468,44812,2023-02-04,Product,Medium,Resolved,6.8
4469,88948,2024-03-18,Delivery,Medium,Closed,2.6
4470,15439,2023-06-08,Delivery,Low,Closed,4.5
4471,42581,2025-03-01,Payment,High,Resolved,28.4
4472,54943,2025-12-08,Product,Low,Closed,6.0
4473,54970,2025-05-17,Product,Medium,Open,2.6
4474,56334,2024-03-04,Account,Medium,Resolved,6.7
4475,63240,2025-12-25,Delivery,Medium,Closed,8.6
4476,99313,2024-10-27,Account,Medium,Closed,10.8
4477,2389,2025-04-25,Delivery,Medium,In Progress,4.4
4478,52641,2025-03-29,Delivery,Medium,Closed,2.8
4479,15141,2024-01-06,Product,Medium,Resolved,2.8
4480,57126,2023-09-24,Return,High,Resolved,6.0
4481,68002,2025-04-22,Return,Low,Resolved,10.9
4482,68282,2025-07-08,Other,Medium,Resolved,12.1
4483,38992,2023-07-19,Return,High,Resolved,2.5
4484,15493,2023-08-05,Delivery,Medium,Resolved,2.0
4485,95472,2025-05-04,Product,Medium,Open,8.1
4486,58614,2024-08-05,Other,Medium,Closed,14.5
4487,16516,2025-03-01,Return,Medium,Resolved,7.4
4488,81976,2024-05-27,Delivery,Low,Resolved,6.4
4489,85120,2023-05-13,Product,High,Resolved,30.2
4490,7344,2023-09-13,Delivery,Low,Closed,2.0
4491,65200,2025-05-09,Delivery,Low,Resolved,10.8
4492,98879,2025-09-11,Return,Medium,Resolved,6.4
4493,21451,2024-12-08,Other,Low,Closed,13.6
4494,55169,2024-11-30,Account,Medium,Resolved,5.5
4495,99127,2025-02-11,Return,Low,Resolved,15.2
4496,34739,2025-04-15,Other,Low,Resolved,6.8
4497,87893,2023-12-15,Delivery,High,Resolved,11.5
4498,49446,2025-12-25,Product,Low,Closed,3.2
4499,7207,2024-08-23,Product,Medium,Closed,3.8
4500,4258,2024-02-26,Product,Medium,Resolved,4.4
4501,51442,2024-04-22,Return,High,Closed,22.0
4502,64243,2024-10-27,Other,Low,Resolved,6.8
4503,46714,2023-03-26,Delivery,Low,Resolved,6.5
4504,61299,2023-12-09,Product,Low,Closed,3.6
4505,74690,2025-10-04,Payment,Low,Closed,15.1
4506,62939,2025-11-12,Delivery,Low,Closed,2.8
4507,20329,2023-03-06,Delivery,High,Closed,8.4
4508,7061,2024-05-21,Delivery,Medium,Resolved,21.5
4509,83935,2025-11-23,Return,Medium,In Progress,13.2
4510,76197,2024-03-31,Other,High,Resolved,2.9
4511,24895,2025-07-30,Other,Medium,Resolved,17.3
4512,31399,2025-12-02,Other,Medium,In Progress,37.3
4513,60951,2023-10-16,Delivery,Low,Closed,15.3
4514,59588,2025-02-18,Payment,Medium,Closed,9.9
4515,84145,2025-12-03,Delivery,Low,Resolved,6.2
4516,99237,2024-02-12,Other,Low,In Progress,3.4
4517,64587,2025-01-17,Delivery,Medium,Resolved,6.3
4518,83481,2025-06-06,Payment,Low,Closed,7.7
4519,54518,2025-03-02,Account,Low,Resolved,11.9
4520,64322,2025-06-17,Other,Low,Open,1.9
4521,52993,2025-07-01,Product,Low,Closed,5.0
4522,53310,2025-03-18,Product,Low,Resolved,17.1
4523,53736,2024-10-08,Other,High,Open,6.0
4524,44557,2024-01-13,Account,Medium,Resolved,1.7
4525,23311,2023-08-24,Payment,Medium,Open,7.3
4526,56888,2025-04-15,Account,Low,Open,6.7
4527,51712,2024-01-15,Other,Medium,Resolved,17.7
4528,5089,2024-08-23,Payment,Low,Resolved,14.2
4529,20331,2023-08-16,Delivery,Medium,Resolved,1.6
4530,78127,2025-05-06,Product,High,Resolved,17.2
4531,53589,2024-11-10,Payment,High,In Progress,3.4
4532,38399,2025-05-05,Other,High,Resolved,12.9
4533,83399,2025-12-30,Account,Low,Resolved,6.5
4534,28231,2025-12-11,Return,Medium,Closed,4.0
4535,22565,2025-09-01,Return,Low,Closed,13.8
4536,40884,2024-07-22,Return,Low,Resolved,5.3
4537,66817,2025-04-21,Payment,Low,Closed,4.5
4538,71566,2024-01-01,Other,Low,Resolved,18.0
4539,1075,2023-07-06,Payment,low,Closed,10.0
4540,70730,2024-06-24,Delivery,High,Closed,4.4
4541,11012,2025-10-20,Return,High,Open,30.3
4542,86015,2023-11-28,Other,Medium,Closed,4.2
4543,99240,2024-08-17,Other,Medium,Resolved,9.4
4544,55493,2025-05-30,Other,Low,Closed,19.9
4545,16109,2024-09-09,Account,Medium,Closed,6.3
4546,78618,2025-10-11,Account,Low,In Progress,2.3
4547,446,2023-12-19,Delivery,Medium,Resolved,3.0
4548,59393,2023-01-13,Product,High,Closed,4.2
4549,94106,2023-10-26,Return,Critical,Resolved,44.2
4550,3576,2024-08-18,Delivery,Medium,Closed,3.2
4551,71238,2024-01-25,Product,High,Closed,9.5
4552,26512,2023-07-21,Other,Medium,Closed,13.6
4553,93509,2025-01-13,Payment,Medium,Resolved,5.0
4554,25422,2024-10-10,Product,Medium,Resolved,20.0
4555,45192,2024-01-06,Return,Medium,Closed,5.3
4556,98904,2023-02-01,Delivery,Medium,In Progress,2.2
4557,5822,2023-05-09,Payment,High,Resolved,7.7
4558,50139,2023-12-14,Payment,Low,Resolved,17.1
4559,7476,2024-10-19,Return,Medium,Closed,5.1
4560,28965,2023-01-03,Delivery,Low,In Progress,4.2
4561,40656,2025-01-12,Return,High,In Progress,7.5
4562,39856,2024-10-15,Return,Medium,Resolved,5.9
4563,54870,2023-04-29,Payment,Critical,Resolved,2.1
4564,41529,2023-09-22,Delivery,Medium,Closed,10.7
4565,87339,2024-01-11,Product,Medium,Resolved,11.3
4566,49158,2024-04-01,Other,High,Closed,5.6
4567,71789,2025-10-13,Delivery,Low,Resolved,8.5
4568,23782,2023-03-19,Product,High,Closed,12.1
4569,27898,2023-07-11,Delivery,Medium,Resolved,32.9
4570,5264,2025-07-30,Delivery,Medium,Closed,14.8
4571,40979,2023-09-24,Delivery,Medium,Resolved,2.8
4572,13480,2024-04-24,Payment,High,Resolved,21.0
4573,35581,2023-05-07,Delivery,Medium,In Progress,17.1
4574,71584,2025-06-09,Payment,low,Resolved,2.6
4575,34014,2023-01-29,Product,Medium,Resolved,5.4
4576,25468,2025-06-18,Product,High,In Progress,8.6
4577,60139,2025-01-19,Payment,High,Closed,6.0
4578,65877,2025-06-24,Delivery,Low,Closed,12.9
4579,71534,2024-02-08,Product,Medium,Closed,3.5
4580,5390,2023-05-20,Account,Low,Resolved,19.8
4581,6482,2024-06-18,Product,High,Closed,2.4
4582,4406,2025-07-08,Account,Low,Resolved,2.8
4583,92690,2025-01-02,Delivery,Low,Resolved,8.6
4584,61710,2024-03-09,Other,Medium,Resolved,2.5
4585,61590,2023-01-27,Other,Medium,Closed,13.1
4586,6138,2025-04-12,Other,High,Resolved,18.9
4587,37058,2024-04-08,Delivery,Low,Closed,10.6
4588,25538,2024-04-17,Payment,High,Closed,1.4
4589,37587,2024-07-12,Other,High,Open,18.9
4590,2346,2023-04-15,Payment,Low,Closed,2.9
4591,35496,2024-07-16,Delivery,Low,Resolved,18.2
4592,62151,2024-04-09,Payment,Medium,Resolved,29.3
4593,38204,2025-02-06,Product,High,Resolved,18.4
4594,16362,2025-12-30,Payment,Low,Closed,17.0
4595,53837,2023-12-23,Return,Low,Resolved,4.2
4596,53339,2024-08-15,Other,Medium,Resolved,2.1
4597,25743,2024-02-09,Payment,Medium,Closed,110.5
4598,72663,2025-04-16,Return,Medium,Resolved,13.1
4599,10578,2024-03-18,Payment,Medium,Closed,34.3
4600,88055,2023-01-11,Product,High,Closed,4.4
4601,42321,2025-12-11,Product,High,Resolved,9.4
4602,1967,2023-04-05,Payment,Low,Resolved,4.9
4603,21224,2024-09-25,Other,Low,Open,21.5
4604,99737,2024-08-11,Other,Medium,Resolved,11.6
4605,47770,2024-04-19,Delivery,High,Resolved,13.8
4606,74031,2025-11-05,Product,Medium,Closed,6.7
4607,65333,2024-06-24,Delivery,Low,Resolved,2.3
4608,97593,2025-05-05,Payment,Medium,Closed,4.8
4609,54386,2023-12-04,Product,Low,Resolved,11.5
4610,28575,2025-05-15,Delivery,Low,Closed,3.4
4611,42759,2024-04-13,Product,High,Closed,4.0
4612,99511,2024-01-24,Delivery,Low,Resolved,8.3
4613,72672,2024-06-16,Delivery,Medium,Resolved,3.2
4614,73648,2024-11-14,Account,Low,Closed,7.4
4615,20687,2024-03-20,Delivery,Medium,Resolved,45.1
4616,14716,2024-08-16,Return,Medium,Open,3.3
4617,80191,2024-11-08,Product,Medium,In Progress,8.8
4618,36594,2025-08-28,Other,Medium,Closed,3.2
4619,74657,2023-08-31,Return,Medium,Closed,17.1
4620,14015,2024-07-22,Payment,Medium,Closed,2.3
4621,93957,2024-12-31,Other,Low,Resolved,10.2
4622,34445,2025-05-27,Product,Medium,Closed,3.8
4623,90226,2023-05-27,Other,Low,Resolved,8.3
4624,57252,2025-04-14,Delivery,Critical,Resolved,5.2
4625,46757,2023-10-29,Return,Low,In Progress,3.9
4626,51050,2023-07-03,Product,Medium,In Progress,18.9
4627,69460,2025-04-17,Account,High,Closed,1.2
4628,49712,2023-07-06,Return,Low,Closed,4.7
4629,94667,2024-12-17,Other,Low,Resolved,24.3
4630,15355,2024-06-15,Delivery,Low,Closed,13.5
4631,35336,2023-10-27,Account,High,Closed,4.1
4632,18408,2023-10-22,Delivery,Low,Closed,6.0
4633,29026,2025-02-05,Account,Medium,Closed,5.0
4634,514,2023-07-19,Account,Low,Closed,11.0
4635,17252,2025-01-28,Delivery,Low,Resolved,5.3
4636,93629,2023-06-13,Payment,Low,Closed,2.0
4637,30881,2025-09-26,Product,Low,Resolved,15.3
4638,36409,2025-04-15,Product,Medium,Resolved,17.0
4639,71850,2025-08-04,Return,Critical,Resolved,5.9
4640,27190,2025-07-18,Product,High,Closed,10.1
4641,5116,2025-01-03,Product,Low,Closed,24.7
4642,93391,2025-08-14,Delivery,Low,Resolved,16.3
4643,59820,2025-07-20,Payment,Low,Resolved,3.2
4644,45428,2024-09-24,Product,Low,Closed,3.0
4645,70631,2023-04-17,Product,Medium,Closed,7.6
4646,57373,2025-05-25,Account,Low,Closed,5.7
4647,59760,2025-10-18,Delivery,Medium,Closed,2.1
4648,94956,2023-07-04,Other,Medium,Resolved,20.7
4649,78559,2025-07-16,Delivery,Medium,Closed,2.1
4650,73542,2025-03-28,Other,Low,Resolved,5.2
4651,72084,2025-08-24,Delivery,Medium,Resolved,10.5
4652,93397,2023-03-16,Delivery,Medium,Resolved,12.0
4653,43526,2024-10-19,Product,Low,Resolved,29.7
4654,86921,2024-09-04,Delivery,Medium,Closed,13.7
4655,94469,2025-09-04,Return,Medium,In Progress,3.9
4656,49889,2023-01-07,Return,Medium,Resolved,3.1
4657,56662,2023-04-10,Return,Low,Closed,2.3
4658,19457,2024-07-04,Product,Medium,Closed,13.0
4659,52294,2025-05-26,Delivery,Low,In Progress,13.6
4660,31257,2024-07-12,Account,High,Closed,8.6
4661,95074,2023-02-25,Delivery,Medium,Closed,10.9
4662,25188,2024-05-09,Return,Medium,Closed,4.7
4663,75847,2023-08-06,Delivery,Low,Resolved,1.6
4664,62728,2024-08-31,Delivery,Medium,Resolved,6.1
4665,50560,2024-09-21,Product,Medium,Closed,4.6
4666,91504,2023-03-10,Return,Medium,Resolved,8.2
4667,69520,2023-06-14,Return,Medium,Resolved,6.6
4668,25203,2023-09-04,Delivery,Low,Closed,7.3
4669,39960,2023-10-08,Product,High,Closed,56.9
4670,2702,2023-11-26,Return,Low,Resolved,2.3
4671,51016,2024-01-28,Product,Low,Closed,5.5
4672,10892,2025-07-01,Other,Medium,Resolved,2.0
4673,27871,2025-11-06,Delivery,Low,In Progress,1.4
4674,4228,2025-08-30,Account,Low,Closed,12.2
4675,576,2024-05-13,Return,Medium,Closed,10.6
4676,1571,2023-10-28,Payment,Low,Closed,4.7
4677,27584,2025-05-09,Other,Medium,Resolved,3.6
4678,98752,2024-11-15,Other,Medium,Closed,5.2
4679,82483,2023-07-10,Delivery,High,Resolved,13.4
4680,2410,2024-05-06,Account,Low,Closed,5.2
4681,69226,2023-09-02,Product,Medium,Closed,11.2
4682,58572,2023-07-08,Payment,High,Resolved,5.9
4683,83113,2023-09-05,Delivery,Low,Open,29.4
4684,95420,2024-11-19,Other,Low,Closed,6.5
4685,77673,2023-01-05,Product,Medium,Closed,7.3
4686,90837,2023-11-16,Product,Medium,Closed,15.0
4687,24933,2023-09-30,Account,Low,Resolved,6.8
4688,80475,2024-06-17,Product,Medium,Resolved,11.0
4689,75163,2024-12-03,Delivery,Medium,Resolved,8.0
4690,28002,2023-12-02,Other,Low,In Progress,6.3
4691,98036,2023-08-26,Product,Low,In Progress,5.0
4692,37207,2025-03-26,Other,Medium,Closed,3.2
4693,464,2024-05-15,Product,High,Resolved,1.3
4694,25379,2024-09-12,Return,Medium,Resolved,1.3
4695,89338,2024-04-18,Product,Low,Resolved,13.0
4696,92731,2025-08-11,Delivery,Medium,Resolved,12.7
4697,72141,2023-09-16,Delivery,Low,Resolved,6.7
4698,45,2025-10-01,Other,Medium,Closed,16.5
4699,30809,2023-10-09,Payment,Low,Resolved,24.1
4700,10383,2024-07-03,Delivery,Medium,Open,9.6
4701,90329,2023-03-23,Product,Low,In Progress,10.3
4702,84463,2024-07-29,Return,Medium,Resolved,17.6
4703,31607,2023-01-10,Return,Medium,Resolved,6.8
4704,34469,2025-08-19,Account,Low,Closed,3.6
4705,16087,2023-02-03,Delivery,High,Closed,9.0
4706,26745,2023-10-30,Delivery,Low,Resolved,3.3
4707,4733,2023-05-22,Delivery,Medium,Resolved,6.0
4708,95006,2025-04-09,Other,Medium,In Progress,7.2
4709,25987,2024-02-02,Product,High,Resolved,11.4
4710,15881,2023-04-23,Return,Medium,Closed,3.5
4711,65561,2025-01-14,Other,Low,Resolved,25.3
4712,85811,2024-07-12,Product,Low,Resolved,20.5
4713,20266,2023-06-14,Delivery,Low,Resolved,1.5
4714,31950,2025-04-12,Delivery,Low,Resolved,26.4
4715,7860,2024-06-29,Return,Medium,Open,9.1
4716,33610,2023-01-31,Other,Low,Closed,30.4
4717,61765,2025-07-04,Payment,Low,In Progress,3.1
4718,5390,2023-11-22,Return,High,In Progress,2.9
4719,1720,2023-04-06,Other,Medium,Resolved,23.4
4720,44986,2024-11-12,Return,High,Resolved,7.2
4721,45222,2023-11-03,Product,Medium,Closed,10.5
4722,35192,2024-05-05,Return,Low,Resolved,14.9
4723,43517,2024-09-24,Account,Critical,Closed,6.7
4724,81461,2024-03-15,Product,Medium,Closed,11.5
4725,69302,2023-08-02,Delivery,Medium,Resolved,1.4
4726,66776,2024-05-11,Delivery,Medium,In Progress,5.9
4727,62907,2023-08-23,Product,Medium,Closed,1.9
4728,5872,2025-10-17,Delivery,Medium,Closed,17.0
4729,13944,2023-03-28,Payment,Medium,Closed,10.7
4730,54763,2025-10-14,Product,Low,Resolved,4.1
4731,68106,2025-12-14,Account,Low,Resolved,3.4
4732,77176,2024-12-19,Product,Medium,Closed,2.7
4733,20490,2025-04-21,Return,Medium,Resolved,5.1
4734,69023,2023-10-22,Product,Low,Resolved,21.3
4735,27408,2024-09-08,Return,Low,Closed,11.9
4736,69890,2025-03-25,Return,Medium,Closed,16.5
4737,74987,2023-08-30,Payment,High,Closed,11.1
4738,32703,2023-11-15,Return,Low,Closed,7.7
4739,57061,2025-10-05,Account,Medium,Resolved,15.7
4740,62056,2024-08-04,Return,Medium,Closed,6.8
4741,59550,2024-01-25,Return,Low,Resolved,5.7
4742,58312,2023-10-29,Product,Low,Open,2.3
4743,76872,2023-02-24,Product,Medium,Closed,17.1
4744,96824,2024-01-05,Delivery,Low,Closed,17.7
4745,37355,2024-07-07,Delivery,Low,Resolved,21.2
4746,52772,2025-10-10,Delivery,High,Closed,4.8
4747,40442,2023-05-05,Delivery,Medium,Resolved,19.9
4748,86980,2023-02-27,Product,Critical,Closed,12.9
4749,45382,2024-08-18,Product,Low,Resolved,7.3
4750,74098,2024-08-14,Product,High,Closed,4.7
4751,78262,2025-03-28,Delivery,medium,Resolved,2.5
4752,35955,2024-09-21,Delivery,Medium,Closed,1.2
4753,31411,2025-01-16,Product,Low,Open,7.7
4754,46047,2024-06-20,Delivery,Medium,Closed,1.8
4755,5753,2024-07-28,Product,Low,Resolved,12.3
4756,3321,2023-03-08,Delivery,Low,Closed,26.9
4757,4196,2024-11-29,Return,Medium,Closed,12.7
4758,89696,2024-02-16,Payment,High,Resolved,4.0
4759,50910,2023-08-16,Delivery,High,Resolved,9.3
4760,79063,2025-03-14,Payment,Medium,Resolved,10.8
4761,36028,2023-05-04,Return,Low,Resolved,5.5
4762,24333,2025-01-09,Return,Critical,In Progress,20.4
4763,70146,2023-06-01,Payment,High,Closed,1.0
4764,25835,2025-01-19,Payment,Medium,Closed,8.8
4765,73289,2023-01-08,Product,Low,In Progress,12.7
4766,87380,2025-11-07,Delivery,Low,Closed,11.1
4767,50873,2024-01-16,Delivery,Low,In Progress,1.6
4768,63200,2023-10-18,Other,Low,Resolved,14.8
4769,2220,2023-09-19,Account,Low,Resolved,8.5
4770,41438,2024-09-06,Other,Medium,Resolved,64.1
4771,34957,2023-08-28,Payment,High,Resolved,15.0
4772,35952,2023-06-05,Delivery,High,Closed,8.1
4773,67184,2023-02-24,Product,Medium,Resolved,8.5
4774,52233,2024-08-09,Return,Low,Resolved,3.0
4775,71560,2025-11-30,Product,High,In Progress,36.4
4776,64915,2023-12-04,Other,Low,Resolved,5.3
4777,71403,2024-03-09,Payment,Medium,Resolved,4.0
4778,92248,2024-08-20,Payment,High,Open,5.9
4779,53763,2025-06-08,Product,Low,Resolved,19.8
4780,83118,2024-03-16,Product,Medium,Closed,30.5
4781,50947,2025-09-21,Other,Low,In Progress,5.2
4782,63363,2023-05-14,Account,Medium,Closed,13.7
4783,1324,2025-09-03,Payment,Low,Resolved,10.0
4784,99315,2024-08-13,Return,Medium,Resolved,5.4
4785,57792,2024-09-20,Other,Medium,Closed,3.2
4786,3516,2025-01-26,Product,High,Resolved,1.4
4787,92026,2024-04-12,Return,Low,Closed,7.3
4788,89346,2024-10-17,Account,Medium,Resolved,5.1
4789,66861,2024-01-12,Return,Low,Resolved,1.0
4790,50401,2024-12-21,Account,High,Resolved,7.2
4791,37074,2023-05-04,Account,Low,Resolved,61.1
4792,9053,2025-05-25,Delivery,High,Resolved,3.9
4793,3250,2025-12-25,Other,Medium,Closed,2.9
4794,61826,2024-01-02,Delivery,Medium,Open,8.3
4795,17045,2024-08-28,Other,Medium,Closed,4.4
4796,90858,2024-01-22,Return,Medium,Closed,19.4
4797,84171,2024-06-09,Payment,Low,Resolved,32.5
4798,22039,2025-12-11,Delivery,Low,Closed,39.4
4799,78959,2025-05-02,Product,High,Resolved,15.2
4800,97512,2025-08-29,Payment,Low,Resolved,2.8
4801,84733,2024-08-22,Product,Medium,Resolved,5.4
4802,92127,2024-10-06,Delivery,Medium,Resolved,8.6
4803,52389,2024-05-21,Account,Low,Resolved,8.7
4804,57551,2024-06-25,Return,Low,Resolved,13.5
4805,1334,2024-06-29,Product,Medium,Resolved,2.5
4806,343,2025-03-06,Payment,Medium,Resolved,16.2
4807,73436,2023-12-09,Product,Low,In Progress,14.7
4808,81968,2024-04-14,Return,Medium,Closed,4.3
4809,23865,2024-10-30,Return,Low,Resolved,7.8
4810,4557,2023-10-27,Return,Low,Resolved,35.9
4811,99479,2025-08-02,Product,Medium,Resolved,7.0
4812,94362,2023-06-29,Other,High,Resolved,3.5
4813,71576,2024-07-13,Return,Medium,Closed,4.3
4814,29451,2023-08-03,Account,Low,Closed,4.2
4815,5432,2023-01-27,Other,Low,Resolved,6.2
4816,57265,2023-04-11,Delivery,Medium,Closed,33.5
4817,95224,2025-12-07,Payment,Medium,In Progress,18.5
4818,40142,2023-02-28,Product,Low,Closed,2.8
4819,48155,2024-01-07,Account,High,In Progress,22.5
4820,86513,2024-07-30,Product,Medium,Resolved,14.0
4821,14231,2024-11-24,Delivery,High,Resolved,31.3
4822,87769,2025-04-22,Product,Low,Resolved,4.9
4823,97393,2025-08-09,Delivery,Low,Resolved,5.3
4824,49235,2025-08-27,Delivery,Medium,In Progress,6.3
4825,85168,2025-04-28,Payment,Low,Closed,4.8
4826,32511,2024-10-26,Product,Medium,Resolved,10.0
4827,62283,2024-08-06,Return,Medium,Closed,39.1
4828,64582,2023-01-30,Other,Low,Resolved,5.3
4829,34452,2025-04-11,Product,Low,Closed,5.4
4830,56145,2024-04-26,Delivery,Medium,Resolved,4.6
4831,73385,2024-11-09,Other,High,Resolved,128.4
4832,15587,2024-04-18,Return,Medium,In Progress,4.9
4833,65839,2024-07-14,Account,Low,Closed,11.3
4834,22586,2024-05-12,Product,Critical,Resolved,8.4
4835,71609,2024-06-30,Product,Medium,In Progress,6.6
4836,18857,2024-03-01,Delivery,medium,Resolved,10.2
4837,42833,2024-06-30,Payment,Medium,Resolved,2.5
4838,39061,2023-07-23,Product,Medium,Resolved,5.2
4839,29868,2023-12-07,Other,High,Closed,4.6
4840,9130,2023-10-26,Account,Low,Resolved,12.5
4841,51535,2025-09-02,Payment,High,Resolved,5.0
4842,39641,2025-02-08,Return,Low,Closed,4.7
4843,24613,2025-03-23,Product,Medium,Resolved,1.7
4844,89803,2023-05-12,Delivery,Medium,Closed,13.2
4845,7681,2025-10-03,Delivery,High,Resolved,14.7
4846,25485,2025-12-16,Other,Medium,Resolved,6.3
4847,8719,2024-06-10,Payment,Low,Closed,5.7
4848,32675,2023-12-03,Return,Medium,In Progress,4.2
4849,1613,2023-10-18,Return,Low,Resolved,9.2
4850,22251,2023-10-20,Other,Medium,Closed,5.5
4851,38714,2025-04-22,Other,Low,Resolved,5.1
4852,29730,2024-03-25,Return,High,Open,5.7
4853,93551,2023-01-08,Payment,Critical,Closed,3.0
4854,38740,2024-06-26,Product,Medium,Resolved,7.4
4855,61185,2025-09-07,Other,Medium,Resolved,7.4
4856,58096,2024-06-14,Product,Medium,Closed,28.3
4857,16618,2025-08-03,Delivery,Medium,Closed,8.3
4858,32868,2025-01-30,Payment,Low,Resolved,1.8
4859,87084,2025-12-24,Return,Medium,Resolved,30.5
4860,45218,2024-10-24,Account,Medium,Closed,7.4
4861,22406,2024-08-14,Delivery,Low,Resolved,36.8
4862,50317,2024-01-01,Product,Medium,Resolved,7.3
4863,15552,2023-09-30,Delivery,High,Closed,3.0
4864,1829,2024-11-18,Product,Low,Closed,7.2
4865,74610,2025-01-16,Payment,Medium,Closed,10.9
4866,52017,2024-03-18,Other,High,Resolved,14.5
4867,27572,2025-03-21,Return,Low,Resolved,56.3
4868,77106,2023-08-01,Payment,Medium,Closed,4.2
4869,17140,2024-03-19,Return,Low,Resolved,35.1
4870,29940,2025-12-11,Delivery,Medium,Resolved,3.9
4871,40312,2023-11-02,Payment,High,Closed,6.6
4872,71411,2023-05-06,Account,Low,Closed,8.7
4873,50691,2023-04-12,Product,Low,Closed,11.6
4874,95922,2024-09-23,Delivery,Low,Resolved,20.7
4875,68661,2023-07-29,Product,Medium,Resolved,5.3
4876,87078,2025-01-08,Delivery,Low,Resolved,15.9
4877,474,2025-08-22,Payment,Medium,Resolved,8.1
4878,4284,2023-09-25,Other,High,Resolved,2.7
4879,34295,2024-04-04,Other,High,Closed,12.7
4880,53354,2025-01-15,Delivery,High,In Progress,5.9
4881,63933,2024-05-26,Delivery,Critical,Resolved,7.7
4882,45475,2025-07-01,Payment,Critical,Closed,1.9
4883,65260,2023-07-13,Payment,Medium,Closed,4.2
4884,4423,2025-04-13,Account,Low,Closed,6.1
