product_id,product_name,category_id,supplier_id,unit_price,cost_price,stock_quantity,rating,active_flag
3823,Calculator Model 03823,CAT009,38,81.09,37.33,911,3.72,Y
3824,Coffee Maker Model 03824,CAT003,781,206.04,105.81,294,3.57,Y
3825,Programming Book Model 03825,CAT007,310,133.99,87.49,29,4.52,Y
3826,Notebook Model 03826,CAT009,106,19.82,11.84,968,3.77,Y
3827,Blender Model 03827,CAT003,556,58.64,34.4,652,3.34,Y
3828,Webcam Model 03828,CAT002,225,64.19,30.95,102,3.83,Y
3829,Fitness Tracker Model 03829,CAT005,242,450.69,254.44,64,3.94,Y
3830,Calculator Model 03830,CAT009,397,48.31,30.13,374,4.2,Y
3831,Puzzle Model 03831,CAT008,153,26.85,12.77,230,3.79,Y
3832,Power Bank Model 03832,CAT001,536,96.44,45.52,641,4.62,Y
3833,Sneakers Model 03833,CAT006,636,101.66,62.24,22,4.28,Y
3834,Fitness Tracker Model 03834,CAT005,797,60.82,38.64,289,3.93,Y
3835,Desk Organizer Model 03835,CAT009,996,53.31,28.52,320,4.62,Y
3836,Wireless Earbuds Model 03836,CAT001,966,152.69,85.12,616,5.0,Y
3837,Fitness Tracker Model 03837,CAT005,402,30.15,21.5,41,4.1,Y
3838,Notebook Model 03838,CAT009,860,47.82,35.24,169,3.05,Y
3839,Desk Lamp Model 03839,CAT003,773,40.63,22.64,836,4.03,Y
3840,Perfume Model 03840,CAT004,146,173.97,98.71,422,4.93,Y
3841,Power Bank Model 03841,CAT001,191,84.04,60.85,991,3.88,Y
3842,Webcam Model 03842,CAT002,893,24.93,19.23,201,4.16,Y
3843,Desk Lamp Model 03843,CAT003,677,27.28,15.16,533,3.32,Y
3844,Dash Camera Model 03844,CAT010,583,350.89,249.23,471,4.37,Y
3845,Mechanical Keyboard Model 03845,CAT002,951,172.31,104.81,761,3.61,Y
3846,Hair Dryer Model 03846,CAT004,201,138.63,74.45,34,4.72,Y
3847,Sneakers Model 03847,CAT006,867,65.72,44.36,734,3.72,Y
3848,Gaming Mouse Model 03848,CAT002,12,252.65,152.26,43,3.19,Y
3849,Shampoo Model 03849,CAT004,52,24.08,12.97,499,4.28,Y
3850,Data Analytics Book Model 03850,CAT007,953,128.0,62.13,815,3.83,Y
3851,Board Game Model 03851,CAT008,768,43.62,32.11,817,3.32,Y
3852,T-Shirt Model 03852,CAT006,302,51.96,38.44,495,4.56,Y
3853,Hoodie Model 03853,CAT006,872,124.91,59.3,980,3.96,Y
3854,Wireless Earbuds Model 03854,CAT001,300,57.12,38.21,186,4.69,Y
3855,Floor Mat Model 03855,CAT010,999,43.95,22.14,841,3.81,Y
3856,Smartphone Model 03856,CAT001,920,41.63,27.61,90,3.92,Y
3857,Data Analytics Book Model 03857,CAT007,521,10.88,8.15,800,4.38,Y
3858,Webcam Model 03858,CAT002,140,129.19,69.23,527,4.43,Y
3859,Desk Organizer Model 03859,CAT009,100,26.27,14.84,126,3.54,Y
3860,Backpack Model 03860,CAT006,485,346.18,246.62,772,4.06,Y
3861,Business Book Model 03861,CAT007,137,50.18,34.76,727,5.0,Y
3862,Mechanical Keyboard Model 03862,CAT002,871,211.22,123.53,427,5.0,N
3863,Hair Dryer Model 03863,CAT004,366,12.76,9.31,111,4.34,Y
3864,Jeans Model 03864,CAT006,884,125.55,94.64,218,5.0,Y
3865,Economics Book Model 03865,CAT007,534,158.24,94.84,269,4.25,Y
3866,Power Bank Model 03866,CAT001,507,210.1,97.28,969,3.68,Y
3867,Car Vacuum Model 03867,CAT010,657,16.43,10.16,888,4.83,Y
3868,Desk Organizer Model 03868,CAT009,161,34.53,23.97,335,3.28,Y
3869,Webcam Model 03869,CAT002,761,109.21,57.07,860,3.61,Y
3870,Puzzle Model 03870,CAT008,175,74.29,35.87,974,4.17,Y
3871,Yoga Mat Model 03871,CAT005,88,84.64,46.05,469,,Y
3872,Perfume Model 03872,CAT004,399,47.0,21.33,874,4.79,Y
3873,Desk Lamp Model 03873,CAT003,989,262.46,180.08,824,3.37,Y
3874,Sports Bag Model 03874,CAT005,480,679.94,338.75,69,3.55,Y
3875,Economics Book Model 03875,CAT007,545,71.38,49.16,122,3.46,Y
3876,Air Fryer Model 03876,CAT003,477,97.76,51.56,626,4.1,Y
3877,Hoodie Model 03877,CAT006,783,68.37,53.15,814,4.21,Y
3878,Sneakers Model 03878,CAT006,283,206.45,129.13,602,3.92,Y
3879,Sneakers Model 03879,CAT006,738,137.08,63.56,860,3.79,Y
3880,Power Bank Model 03880,CAT001,957,24.89,17.55,236,3.7,Y
3881,Action Figure Model 03881,CAT008,452,37.45,21.92,219,4.91,Y
3882,Perfume Model 03882,CAT004,624,26.21,17.05,146,3.66,Y
3883,Mechanical Keyboard Model 03883,CAT002,82,734.89,561.39,864,3.3,Y
3884,Mechanical Keyboard Model 03884,CAT002,213,115.14,71.47,61,5.0,Y
3885,Perfume Model 03885,CAT004,816,38.03,27.21,649,,N
3886,Notebook Model 03886,CAT009,520,35.39,19.46,55,4.29,Y
3887,Vacuum Cleaner Model 03887,CAT003,134,134.17,92.01,778,3.67,Y
3888,Programming Book Model 03888,CAT007,447,146.76,70.85,235,4.19,Y
3889,Bluetooth Speaker Model 03889,CAT001,118,133.31,99.29,605,3.59,Y
3890,Hair Dryer Model 03890,CAT004,596,44.32,22.86,717,3.53,Y
3891,Car Vacuum Model 03891,CAT010,770,85.6,47.05,591,3.7,Y
3892,Economics Book Model 03892,CAT007,243,71.82,55.03,390,3.56,Y
3893,Laptop Stand Model 03893,CAT002,749,27.99,14.03,820,4.74,Y
3894,Sports Bag Model 03894,CAT005,150,28.23,15.08,835,4.07,Y
3895,Webcam Model 03895,CAT002,886,94.18,60.41,655,4.73,Y
3896,Blender Model 03896,CAT003,533,77.57,60.01,699,4.41,Y
3897,Business Book Model 03897,CAT007,646,106.95,72.53,50,5.0,Y
3898,Data Analytics Book Model 03898,CAT007,379,132.46,64.6,127,3.83,Y
3899,USB-C Hub Model 03899,CAT002,608,250.59,174.63,226,3.75,Y
3900,Pen Set Model 03900,CAT009,966,32.33,19.1,904,4.42,Y
3901,Running Shoes Model 03901,CAT005,525,114.62,89.11,944,4.42,Y
3902,Desk Lamp Model 03902,CAT003,513,127.57,83.87,291,3.91,Y
3903,Sports Bag Model 03903,CAT005,662,49.08,30.7,264,4.43,Y
3904,Hoodie Model 03904,CAT006,117,72.53,45.98,287,3.44,Y
3905,Yoga Mat Model 03905,CAT005,664,50.22,33.23,749,4.33,Y
3906,Hair Dryer Model 03906,CAT004,576,433.6,299.83,824,3.69,Y
3907,Dumbbell Set Model 03907,CAT005,937,71.43,33.99,345,3.91,Y
3908,Gaming Mouse Model 03908,CAT002,990,97.59,48.12,312,3.53,Y
3909,Building Blocks Model 03909,CAT008,662,51.25,28.15,43,3.73,Y
3910,Fitness Tracker Model 03910,CAT005,317,42.21,25.65,146,3.62,Y
3911,Bluetooth Speaker Model 03911,CAT001,876,20.14,11.13,884,4.38,Y
3912,Novel Model 03912,CAT007,12,174.91,91.05,42,5.0,Y
3913,Notebook Model 03913,CAT009,90,129.8,98.03,323,3.25,Y
3914,Car Vacuum Model 03914,CAT010,388,49.57,22.84,319,4.5,Y
3915,Vacuum Cleaner Model 03915,CAT003,83,28.91,21.96,94,4.62,Y
3916,Bluetooth Speaker Model 03916,CAT001,976,76.42,57.27,652,3.96,Y
3917,Dumbbell Set Model 03917,CAT005,762,41.53,28.06,237,3.45,Y
3918,Smart Watch Model 03918,CAT001,896,53.23,24.52,137,3.58,Y
3919,Notebook Model 03919,CAT009,396,20.85,10.93,687,4.45,Y
3920,Gaming Mouse Model 03920,CAT002,545,79.02,61.09,659,3.75,Y
3921,Gaming Mouse Model 03921,CAT002,661,80.45,60.26,627,4.0,Y
3922,Vacuum Cleaner Model 03922,CAT003,640,174.1,133.76,261,3.18,Y
3923,Blender Model 03923,CAT003,100,56.75,44.2,427,4.36,Y
3924,Remote Control Car Model 03924,CAT008,457,48.14,22.68,431,4.66,Y
3925,Skin Serum Model 03925,CAT004,999,16.01,10.22,711,3.58,Y
3926,Laptop Stand Model 03926,CAT002,874,175.08,126.98,994,3.78,Y
3927,Webcam Model 03927,CAT002,328,145.17,80.64,63,3.29,Y
3928,Yoga Mat Model 03928,CAT005,724,66.7,39.6,381,3.92,Y
3929,Smartphone Model 03929,CAT001,74,19.65,10.68,462,4.15,Y
3930,Hoodie Model 03930,CAT006,96,21.79,10.08,28,4.19,Y
3931,Running Shoes Model 03931,CAT005,92,39.73,18.83,497,4.71,Y
3932,Hoodie Model 03932,CAT006,330,154.95,70.82,327,4.75,Y
3933,Pen Set Model 03933,CAT009,840,84.41,52.67,8,4.37,Y
3934,Calculator Model 03934,CAT009,948,16.95,11.09,220,3.23,Y
3935,Car Vacuum Model 03935,CAT010,175,93.52,51.58,534,4.36,Y
3936,Mechanical Keyboard Model 03936,CAT002,737,30.54,22.07,499,3.36,Y
3937,Power Bank Model 03937,CAT001,315,40.63,30.19,310,4.04,Y
3938,Coffee Maker Model 03938,CAT003,687,155.86,77.32,843,4.26,Y
3939,Notebook Model 03939,CAT009,568,129.46,60.47,923,3.88,Y
3940,Car Vacuum Model 03940,CAT010,497,173.85,96.55,430,4.95,Y
3941,Action Figure Model 03941,CAT008,269,63.66,43.63,235,3.94,Y
3942,Smart Watch Model 03942,CAT001,428,143.9,88.85,654,4.18,Y
3943,Dash Camera Model 03943,CAT010,35,38.35,23.44,241,4.86,Y
3944,Perfume Model 03944,CAT004,119,51.55,25.79,994,3.65,Y
3945,Power Bank Model 03945,CAT001,371,48.46,27.43,988,3.95,Y
3946,Face Cream Model 03946,CAT004,925,66.41,50.9,569,4.72,Y
3947,Smartphone Model 03947,CAT001,568,20.42,11.48,657,4.38,Y
3948,Running Shoes Model 03948,CAT005,901,53.08,34.25,423,4.13,Y
3949,Coffee Maker Model 03949,CAT003,451,240.06,112.65,145,3.24,Y
3950,Face Cream Model 03950,CAT004,309,24.32,11.45,457,3.95,Y
3951,Sneakers Model 03951,CAT006,357,19.65,11.59,6,3.44,Y
3952,Building Blocks Model 03952,CAT008,376,21.13,13.72,641,4.56,Y
3953,Hoodie Model 03953,CAT006,828,713.41,408.69,721,4.12,Y
3954,Face Cream Model 03954,CAT004,105,98.77,50.28,233,3.14,Y
3955,Remote Control Car Model 03955,CAT008,390,50.97,35.31,818,3.1,Y
3956,Printer Paper Model 03956,CAT009,176,69.12,34.3,930,3.71,Y
3957,Bluetooth Speaker Model 03957,CAT001,106,79.78,53.49,869,3.35,Y
3958,Dumbbell Set Model 03958,CAT005,592,36.52,27.97,905,,Y
3959,Laptop Stand Model 03959,CAT002,163,40.81,24.7,531,4.39,Y
3960,Power Bank Model 03960,CAT001,914,56.4,29.11,568,3.59,Y
3961,Hoodie Model 03961,CAT006,267,33.86,24.64,969,4.5,Y
3962,Building Blocks Model 03962,CAT008,563,45.47,28.05,652,3.81,Y
3963,Mechanical Keyboard Model 03963,CAT002,889,89.32,67.4,628,4.27,Y
3964,Board Game Model 03964,CAT008,279,26.49,18.22,535,3.22,Y
3965,Remote Control Car Model 03965,CAT008,303,680.85,403.13,937,4.62,Y
3966,Pen Set Model 03966,CAT009,587,128.03,83.69,958,4.82,Y
3967,Webcam Model 03967,CAT002,955,20.72,10.49,114,3.92,Y
3968,Pen Set Model 03968,CAT009,953,6.99,4.04,813,3.78,Y
3969,Coffee Maker Model 03969,CAT003,861,35.01,22.62,956,4.13,Y
3970,Fitness Tracker Model 03970,CAT005,127,120.34,77.58,330,3.96,Y
3971,Power Bank Model 03971,CAT001,246,101.07,65.07,958,3.83,Y
3972,Power Bank Model 03972,CAT001,824,58.83,40.91,888,5.0,Y
3973,Novel Model 03973,CAT007,234,37.83,18.34,403,4.65,Y
3974,Skin Serum Model 03974,CAT004,667,28.81,13.66,783,4.31,Y
3975,Gaming Mouse Model 03975,CAT002,585,45.24,22.57,546,4.24,Y
3976,USB-C Hub Model 03976,CAT002,931,26.13,18.59,460,3.19,Y
3977,T-Shirt Model 03977,CAT006,439,45.39,21.4,749,3.89,Y
3978,Bluetooth Speaker Model 03978,CAT001,137,215.35,112.91,264,3.81,Y
3979,Building Blocks Model 03979,CAT008,786,32.47,17.34,990,4.7,Y
3980,Smart Watch Model 03980,CAT001,556,112.64,74.75,419,3.55,Y
3981,Mechanical Keyboard Model 03981,CAT002,759,129.21,75.27,373,4.35,Y
3982,Coffee Maker Model 03982,CAT003,149,24.6,12.69,13,3.66,Y
3983,Perfume Model 03983,CAT004,56,30.43,18.21,938,4.25,Y
3984,Coffee Maker Model 03984,CAT003,688,170.11,115.03,75,3.75,Y
3985,Coffee Maker Model 03985,CAT003,356,28.25,20.04,534,4.22,Y
3986,Dash Camera Model 03986,CAT010,257,61.72,30.3,176,4.18,Y
3987,Sneakers Model 03987,CAT006,923,407.64,279.58,479,4.35,Y
3988,Bluetooth Speaker Model 03988,CAT001,813,157.0,70.88,512,4.68,Y
3989,Hair Dryer Model 03989,CAT004,63,70.18,48.36,207,4.48,Y
3990,Calculator Model 03990,CAT009,826,138.52,92.55,561,4.6,Y
3991,Air Fryer Model 03991,CAT003,936,61.81,37.37,57,4.91,Y
3992,Wireless Earbuds Model 03992,CAT001,63,162.52,80.47,202,4.02,Y
3993,Economics Book Model 03993,CAT007,806,10.31,7.24,284,4.09,Y
3994,Sneakers Model 03994,CAT006,29,57.34,27.16,1,3.48,Y
3995,Running Shoes Model 03995,CAT005,552,9.94,7.41,655,3.8,Y
3996,Power Bank Model 03996,CAT001,659,75.16,53.01,79,2.98,Y
3997,Wireless Earbuds Model 03997,CAT001,600,52.55,36.5,154,4.64,Y
3998,Sneakers Model 03998,CAT006,568,221.19,154.6,419,3.89,Y
3999,USB-C Hub Model 03999,CAT002,300,123.35,58.26,736,4.89,Y
4000,Sports Bag Model 04000,CAT005,705,40.48,31.44,153,4.21,Y
4001,Dumbbell Set Model 04001,CAT005,612,45.1,33.07,74,3.65,Y
4002,USB-C Hub Model 04002,CAT002,215,91.56,56.55,262,3.24,Y
4003,Floor Mat Model 04003,CAT010,141,38.83,26.69,677,2.93,Y
4004,Puzzle Model 04004,CAT008,926,63.13,43.81,805,3.39,Y
4005,Novel Model 04005,CAT007,507,212.6,153.89,664,4.37,Y
4006,Smart Watch Model 04006,CAT001,561,30.82,16.47,691,4.45,Y
4007,Bluetooth Speaker Model 04007,CAT001,499,43.44,24.88,439,4.18,Y
4008,Shampoo Model 04008,CAT004,627,49.29,35.19,305,4.22,Y
4009,Laptop Stand Model 04009,CAT002,502,1115.05,784.73,455,3.38,Y
4010,Car Vacuum Model 04010,CAT010,741,112.37,69.95,313,3.54,Y
4011,Power Bank Model 04011,CAT001,764,180.05,104.57,347,3.67,Y
4012,Perfume Model 04012,CAT004,587,129.76,99.86,773,4.31,Y
4013,Blender Model 04013,CAT003,191,137.86,80.92,103,3.42,Y
4014,Jeans Model 04014,CAT006,711,99.54,69.89,796,4.43,Y
4015,Wireless Earbuds Model 04015,CAT001,675,90.3,52.93,706,3.43,Y
4016,Face Cream Model 04016,CAT004,651,17.61,9.73,35,4.7,N
4017,Webcam Model 04017,CAT002,49,89.7,59.34,261,3.55,Y
4018,Desk Organizer Model 04018,CAT009,363,58.96,42.25,240,3.58,N
4019,Power Bank Model 04019,CAT001,879,106.2,82.18,896,4.49,Y
4020,Calculator Model 04020,CAT009,627,60.98,30.44,78,4.11,Y
4021,Action Figure Model 04021,CAT008,680,129.18,95.48,156,4.14,Y
4022,Vacuum Cleaner Model 04022,CAT003,496,151.46,94.36,334,4.45,Y
4023,Novel Model 04023,CAT007,277,5.0,2.43,11,4.11,Y
4024,Wireless Earbuds Model 04024,CAT001,47,43.99,31.32,823,4.71,Y
4025,Floor Mat Model 04025,CAT010,771,12.22,6.83,895,3.79,Y
4026,Yoga Mat Model 04026,CAT005,926,80.6,59.36,517,4.09,Y
4027,Vacuum Cleaner Model 04027,CAT003,216,49.59,24.9,767,4.51,Y
4028,Vacuum Cleaner Model 04028,CAT003,230,220.22,150.78,570,4.83,Y
4029,Bluetooth Speaker Model 04029,CAT001,639,78.33,43.02,947,3.55,Y
4030,Car Vacuum Model 04030,CAT010,323,41.99,22.46,36,3.89,Y
4031,Bluetooth Speaker Model 04031,CAT001,830,151.28,70.58,582,4.08,Y
4032,Backpack Model 04032,CAT006,421,48.81,29.73,103,4.1,Y
4033,Shampoo Model 04033,CAT004,225,41.52,24.05,681,4.26,Y
4034,Dash Camera Model 04034,CAT010,662,92.63,43.57,38,4.64,Y
4035,Webcam Model 04035,CAT002,287,277.57,145.66,166,4.3,Y
4036,Running Shoes Model 04036,CAT005,46,140.13,85.59,566,3.88,Y
4037,Face Cream Model 04037,CAT004,972,108.27,77.6,685,4.49,Y
4038,Jeans Model 04038,CAT006,813,772.97,584.92,451,5.0,Y
4039,Smart Watch Model 04039,CAT001,14,33.62,20.85,564,3.87,Y
4040,USB-C Hub Model 04040,CAT002,633,32.95,19.22,956,3.76,Y
4041,Gaming Mouse Model 04041,CAT002,908,74.1,56.69,521,3.52,Y
4042,Business Book Model 04042,CAT007,375,254.15,195.12,76,4.84,Y
4043,Laptop Stand Model 04043,CAT002,703,27.85,14.28,774,3.52,Y
4044,Dumbbell Set Model 04044,CAT005,987,315.29,197.18,930,3.82,Y
4045,USB-C Hub Model 04045,CAT002,333,17.8,12.83,324,4.45,Y
4046,Puzzle Model 04046,CAT008,856,58.28,42.04,337,3.52,Y
4047,Floor Mat Model 04047,CAT010,166,75.98,51.37,6,4.43,Y
4048,Fitness Tracker Model 04048,CAT005,507,29.37,17.79,933,4.09,Y
4049,Air Fryer Model 04049,CAT003,117,37.16,21.67,519,2.77,Y
4050,Webcam Model 04050,CAT002,943,133.13,95.34,870,4.71,Y
4051,Power Bank Model 04051,CAT001,636,237.89,124.77,755,4.65,Y
4052,Gaming Mouse Model 04052,CAT002,566,9.69,5.73,892,3.65,Y
4053,Backpack Model 04053,CAT006,439,76.45,48.7,116,3.69,Y
4054,Running Shoes Model 04054,CAT005,304,58.7,42.53,938,3.89,Y
4055,Jump Starter Model 04055,CAT010,457,71.6,41.05,809,4.53,Y
4056,Blender Model 04056,CAT003,968,48.88,30.84,153,4.39,Y
4057,Backpack Model 04057,CAT006,869,20.35,11.03,261,4.25,Y
4058,Perfume Model 04058,CAT004,271,260.46,189.14,849,4.64,Y
4059,Dumbbell Set Model 04059,CAT005,711,184.52,130.87,825,3.49,Y
4060,Gaming Mouse Model 04060,CAT002,216,59.19,42.66,357,3.52,Y
4061,Perfume Model 04061,CAT004,113,41.88,19.64,9,4.9,Y
4062,Shampoo Model 04062,CAT004,16,37.56,22.94,328,3.78,Y
4063,Backpack Model 04063,CAT006,216,6.34,3.14,871,3.95,Y
4064,Car Phone Holder Model 04064,CAT010,427,89.37,60.09,267,3.93,Y
4065,Blender Model 04065,CAT003,135,131.19,72.52,28,3.84,Y
4066,Smartphone Model 04066,CAT001,43,73.59,51.93,404,4.08,Y
4067,Skin Serum Model 04067,CAT004,764,60.14,28.36,20,3.95,Y
4068,Sports Bag Model 04068,CAT005,284,73.29,45.39,858,4.45,Y
4069,Gaming Mouse Model 04069,CAT002,834,30.16,14.8,297,5.0,Y
4070,Novel Model 04070,CAT007,98,41.46,26.29,843,3.99,Y
4071,Car Phone Holder Model 04071,CAT010,60,55.96,36.4,284,4.69,Y
4072,Dash Camera Model 04072,CAT010,230,121.68,73.31,765,,Y
4073,USB-C Hub Model 04073,CAT002,896,224.83,121.92,601,3.85,Y
4074,Printer Paper Model 04074,CAT009,643,52.89,24.36,241,,Y
4075,Backpack Model 04075,CAT006,385,25.38,16.97,601,3.81,Y
4076,Hair Dryer Model 04076,CAT004,159,67.12,49.48,882,2.56,Y
4077,Dumbbell Set Model 04077,CAT005,824,397.31,274.98,603,4.39,Y
4078,Remote Control Car Model 04078,CAT008,471,27.45,20.44,525,4.25,Y
4079,Skin Serum Model 04079,CAT004,596,144.26,109.17,620,4.05,Y
4080,Desk Lamp Model 04080,CAT003,208,216.32,129.43,664,3.5,Y
4081,Skin Serum Model 04081,CAT004,174,47.01,31.98,678,4.12,Y
4082,Fitness Tracker Model 04082,CAT005,800,34.6,20.1,570,4.21,N
4083,Mechanical Keyboard Model 04083,CAT002,81,109.05,82.17,199,4.08,Y
4084,Pen Set Model 04084,CAT009,18,89.33,56.79,701,3.67,Y
4085,T-Shirt Model 04085,CAT006,708,121.47,84.82,462,4.11,Y
4086,Jeans Model 04086,CAT006,291,420.2,191.1,154,3.34,Y
4087,Power Bank Model 04087,CAT001,360,75.55,48.34,360,4.42,Y
4088,Jeans Model 04088,CAT006,868,22.23,15.45,994,4.34,Y
4089,Wireless Earbuds Model 04089,CAT001,279,69.02,36.91,644,5.0,Y
4090,Smart Watch Model 04090,CAT001,975,80.78,36.74,131,3.49,Y
4091,Running Shoes Model 04091,CAT005,397,203.33,141.4,691,3.84,Y
4092,Desk Lamp Model 04092,CAT003,974,54.45,30.58,340,4.0,Y
4093,Yoga Mat Model 04093,CAT005,766,44.98,26.61,756,3.55,Y
4094,Smart Watch Model 04094,CAT001,142,18.92,12.02,339,3.54,Y
4095,Perfume Model 04095,CAT004,677,106.38,51.74,261,3.91,Y
4096,USB-C Hub Model 04096,CAT002,517,1323.15,640.63,284,3.34,Y
4097,Floor Mat Model 04097,CAT010,251,53.2,40.81,694,4.58,Y
4098,Yoga Mat Model 04098,CAT005,662,97.63,54.85,615,3.94,Y
4099,Sneakers Model 04099,CAT006,540,39.7,21.21,578,4.28,Y
4100,Coffee Maker Model 04100,CAT003,237,20.52,9.56,547,4.24,N
4101,Smartphone Model 04101,CAT001,132,96.08,48.75,400,4.23,Y
4102,Car Vacuum Model 04102,CAT010,306,66.67,39.48,368,4.41,Y
4103,Laptop Stand Model 04103,CAT002,358,7.59,4.27,36,3.82,Y
4104,Perfume Model 04104,CAT004,285,276.83,163.36,176,5.0,Y
4105,Hoodie Model 04105,CAT006,293,94.51,64.49,88,4.04,Y
4106,Smartphone Model 04106,CAT001,163,69.47,45.97,747,3.65,Y
4107,Remote Control Car Model 04107,CAT008,916,44.46,27.24,994,3.37,Y
4108,Running Shoes Model 04108,CAT005,419,93.61,67.3,447,3.28,N
4109,Mechanical Keyboard Model 04109,CAT002,739,97.58,71.52,184,5.0,Y
4110,Smart Watch Model 04110,CAT001,468,93.28,60.16,660,4.2,Y
4111,USB-C Hub Model 04111,CAT002,642,169.96,83.08,705,3.71,Y
4112,Printer Paper Model 04112,CAT009,884,208.54,121.8,760,3.61,Y
4113,Backpack Model 04113,CAT006,570,395.21,260.59,886,4.46,Y
4114,Mechanical Keyboard Model 04114,CAT002,507,30.61,14.41,10,3.65,Y
4115,Wireless Earbuds Model 04115,CAT001,658,38.8,17.71,357,4.33,Y
4116,Hoodie Model 04116,CAT006,478,89.97,68.64,144,4.46,Y
4117,Dumbbell Set Model 04117,CAT005,362,32.24,22.28,828,4.24,Y
4118,Coffee Maker Model 04118,CAT003,312,37.27,18.65,990,3.04,Y
4119,Coffee Maker Model 04119,CAT003,634,99.69,59.51,978,4.85,N
4120,Webcam Model 04120,CAT002,704,146.22,75.14,668,4.4,Y
4121,Sneakers Model 04121,CAT006,245,204.94,92.92,76,5.0,Y
4122,Floor Mat Model 04122,CAT010,477,54.65,31.66,148,4.42,Y
4123,Mechanical Keyboard Model 04123,CAT002,615,98.62,65.48,356,3.68,Y
4124,Running Shoes Model 04124,CAT005,891,80.87,61.86,836,3.9,Y
4125,Perfume Model 04125,CAT004,436,66.04,46.5,562,4.02,Y
4126,Hair Dryer Model 04126,CAT004,250,31.19,16.4,795,3.94,Y
4127,Laptop Stand Model 04127,CAT002,22,27.81,15.6,654,3.75,Y
4128,Puzzle Model 04128,CAT008,477,118.44,73.64,986,4.24,Y
4129,Hair Dryer Model 04129,CAT004,572,30.72,15.76,3,3.77,Y
4130,Fitness Tracker Model 04130,CAT005,750,13.13,9.52,677,4.94,Y
4131,Blender Model 04131,CAT003,906,63.17,31.93,450,3.29,Y
4132,Mechanical Keyboard Model 04132,CAT002,852,240.83,131.42,503,4.01,Y
4133,Wireless Earbuds Model 04133,CAT001,511,5.25,3.37,668,3.59,Y
4134,Jeans Model 04134,CAT006,896,50.14,24.6,778,3.97,Y
4135,Gaming Mouse Model 04135,CAT002,336,119.35,78.31,434,4.54,Y
4136,Backpack Model 04136,CAT006,646,12.59,9.59,675,4.36,Y
4137,Air Fryer Model 04137,CAT003,849,53.64,36.38,986,4.99,Y
4138,Vacuum Cleaner Model 04138,CAT003,774,23.31,16.74,117,3.39,Y
4139,Perfume Model 04139,CAT004,342,26.26,15.62,102,3.23,Y
4140,Coffee Maker Model 04140,CAT003,338,45.25,25.82,482,3.53,Y
4141,Wireless Earbuds Model 04141,CAT001,480,23.65,13.21,56,3.34,Y
4142,Air Fryer Model 04142,CAT003,924,21.95,14.66,388,4.34,Y
4143,Sneakers Model 04143,CAT006,42,61.63,38.28,783,4.54,Y
4144,Sneakers Model 04144,CAT006,74,482.42,292.28,852,4.86,N
4145,USB-C Hub Model 04145,CAT002,809,128.55,62.12,664,3.22,Y
4146,Skin Serum Model 04146,CAT004,831,161.4,108.49,797,3.72,Y
4147,Gaming Mouse Model 04147,CAT002,22,133.21,91.83,50,3.33,Y
4148,Mechanical Keyboard Model 04148,CAT002,220,34.7,17.86,241,3.53,Y
4149,Smart Watch Model 04149,CAT001,79,85.98,60.25,770,4.39,Y
4150,Calculator Model 04150,CAT009,235,174.57,129.21,420,2.98,Y
4151,Webcam Model 04151,CAT002,157,136.99,69.54,70,3.47,Y
4152,USB-C Hub Model 04152,CAT002,327,77.44,46.4,358,4.07,Y
4153,Gaming Mouse Model 04153,CAT002,114,103.8,76.72,2,3.07,Y
4154,Wireless Earbuds Model 04154,CAT001,802,596.44,364.31,697,4.72,Y
4155,T-Shirt Model 04155,CAT006,608,138.36,99.49,104,3.72,Y
4156,Bluetooth Speaker Model 04156,CAT001,642,48.95,25.51,583,5.0,Y
4157,Bluetooth Speaker Model 04157,CAT001,922,60.81,28.65,660,4.17,Y
4158,Hoodie Model 04158,CAT006,621,25.17,11.82,913,3.88,Y
4159,Desk Lamp Model 04159,CAT003,587,537.39,414.26,441,3.44,Y
4160,Jeans Model 04160,CAT006,985,275.3,138.85,9,3.45,Y
4161,Sports Bag Model 04161,CAT005,275,70.05,51.52,531,3.38,Y
4162,USB-C Hub Model 04162,CAT002,381,462.72,256.44,679,4.31,Y
4163,Hoodie Model 04163,CAT006,20,114.84,53.2,487,4.76,Y
4164,Smartphone Model 04164,CAT001,673,44.11,23.36,112,4.38,Y
4165,Dumbbell Set Model 04165,CAT005,209,146.97,90.65,28,3.27,Y
4166,Hair Dryer Model 04166,CAT004,884,93.05,45.15,624,4.11,Y
4167,USB-C Hub Model 04167,CAT002,606,138.17,104.22,349,4.01,Y
4168,Sneakers Model 04168,CAT006,594,18.96,14.16,163,3.92,Y
4169,Printer Paper Model 04169,CAT009,864,31.35,15.65,31,2.97,Y
4170,Floor Mat Model 04170,CAT010,616,248.14,172.03,325,2.7,Y
4171,T-Shirt Model 04171,CAT006,749,298.33,179.61,636,3.74,Y
4172,Coffee Maker Model 04172,CAT003,772,232.29,179.82,914,3.66,Y
4173,Gaming Mouse Model 04173,CAT002,160,478.75,224.19,350,4.7,Y
4174,Gaming Mouse Model 04174,CAT002,915,109.29,66.17,864,4.49,Y
4175,Shampoo Model 04175,CAT004,899,102.59,55.83,451,4.27,Y
4176,Air Fryer Model 04176,CAT003,998,28.57,19.71,842,3.69,Y
4177,Calculator Model 04177,CAT009,860,38.55,18.76,965,4.83,Y
4178,Desk Lamp Model 04178,CAT003,573,10.86,7.14,139,5.0,Y
